nome	uf	lat	lon	pop2019	areakm2	litoral
Passo Fundo	RS	-28.2689733566	-52.4524664648	203275	783.187869595408	0
Paulo Bento	RS	-27.7103189942	-52.3953205618	2293	148.23275856951	0
Paverama	RS	-29.5692661457	-51.7283501552	8487	171.746872350815	0
Pedras Altas	RS	-31.839106545	-53.6910519616	1982	1376.86239788643	0
Pedro Osório	RS	-31.9604067032	-52.8726140933	7730	608.797782386546	1
Pejuçara	RS	-28.4543705914	-53.5935029799	3874	414.567467265732	0
Pelotas	RS	-31.5811676795	-52.3411558315	342405	1609.44298039307	1
Picada Café	RS	-29.4609261998	-51.1084032038	5742	85.0775302018568	0
Pinhal	RS	-27.5289654587	-53.2350499753	2579	68.2358249595222	0
Pinhal da Serra	RS	-27.8536097932	-51.2193171432	1941	437.496282737822	0
Pinhal Grande	RS	-29.291897676	-53.3358075033	4350	477.351542453186	0
Pinheirinho do Vale	RS	-27.2218307586	-53.6339555781	4871	105.704878506279	0
Pinheiro Machado	RS	-31.4053636941	-53.4134236774	12271	2250.68168729746	0
Pinto Bandeira	RS	-29.0928941995	-51.4618005381	3003	104.993191528265	0
Pirapó	RS	-28.0655298298	-55.2441542397	2304	295.140028534231	0
Piratini	RS	-31.4389387004	-53.1032269494	20663	3540.3557042905	1
Planalto	RS	-27.3353136858	-53.0780869902	10084	230.477364353097	0
Poço das Antas	RS	-29.4461178524	-51.6408160356	2098	67.5232492850857	0
Pontão	RS	-28.0367021099	-52.6414969204	3904	505.634372250184	0
Ponte Preta	RS	-27.6548790966	-52.5060345065	1547	99.8475018386756	0
Portão	RS	-29.7004368666	-51.2489788577	37079	159.773535988059	0
Porto Alegre	RS	-30.0953889829	-51.1650672076	1483771	496.288264856513	1
Porto Lucena	RS	-27.8507679755	-54.9590474544	4678	252.002219660588	0
Porto Mauá	RS	-27.5919009385	-54.6570501745	2374	105.942971064127	0
Porto Vera Cruz	RS	-27.7548247977	-54.891074293	1360	114.863424690798	0
Porto Xavier	RS	-27.9320458514	-55.1433066051	10246	282.859764110942	0
Pouso Novo	RS	-29.1583729158	-52.2285769268	1639	106.484569938245	0
Presidente Lucena	RS	-29.5244814364	-51.1741585001	2901	49.3867257540823	0
Progresso	RS	-29.2244185113	-52.318974127	6244	255.760304057652	0
Protásio Alves	RS	-28.7372296312	-51.4874451242	1947	172.686973209711	0
Putinga	RS	-29.0285595448	-52.1477873451	3919	204.951409070631	0
Quaraí	RS	-30.2797711976	-56.1523330955	22687	3164.28114085323	0
Quatro Irmãos	RS	-27.8430686043	-52.4709489499	1849	267.911168735231	0
Quevedos	RS	-29.3096403641	-54.065490884	2788	544.11413624898	0
Quinze de Novembro	RS	-28.7570394451	-53.1166492367	3796	223.694833483367	0
Redentora	RS	-27.5731289811	-53.6332757326	11549	302.943199837806	0
Relvado	RS	-29.1185909713	-52.0678468085	2090	123.371174236621	0
Restinga Sêca	RS	-29.8177189957	-53.3441287411	15789	968.950271832262	0
Rio dos Índios	RS	-27.25281713	-52.8795679189	2752	235.3321352211	0
Rio Grande	RS	-32.2200693553	-52.4045806331	211005	2708.54395729331	1
Rio Pardo	RS	-30.0228041562	-52.4369426627	38275	2049.99482065362	0
Riozinho	RS	-29.6161410367	-50.3997689335	4653	239.387484142211	1
Roca Sales	RS	-29.2569716846	-51.8294148691	11393	208.49610243836	0
Rodeio Bonito	RS	-27.463353611	-53.1705228499	5867	83.1947802179064	0
Rolador	RS	-28.2551719458	-54.83443998	2323	295.801197155294	0
Rolante	RS	-29.6290146392	-50.5497072569	21349	295.414603448133	1
Ronda Alta	RS	-27.8112292423	-52.7494082387	10601	419.31693480748	0
Rondinha	RS	-27.8325107308	-52.8929713855	5130	252.222936223529	0
Roque Gonzales	RS	-28.0594822618	-55.0882530315	6847	349.843545490295	0
Rosário do Sul	RS	-30.3256186511	-55.1102744373	39422	4383.08575660237	0
Sagrada Família	RS	-27.7079478775	-53.1318557986	2609	78.2760480453434	0
Saldanha Marinho	RS	-28.3867476462	-53.0943108059	2650	221.657672251372	0
Salto do Jacuí	RS	-29.0681820959	-53.2543442443	12449	507.582400091107	0
Salvador das Missões	RS	-28.1001587005	-54.8317312785	2733	94.2959256663769	0
Salvador do Sul	RS	-29.4580395342	-51.5354699486	7799	98.4828661720703	0
Sananduva	RS	-27.9573233812	-51.8002700015	16270	504.223712534783	0
Sant'Ana do Livramento	RS	-30.7388097925	-55.5616716859	77027	6968.96087773032	0
Santa Bárbara do Sul	RS	-28.3738494565	-53.2845188272	7994	975.937832157149	0
Santa Cecília do Sul	RS	-28.1812074108	-51.8984019057	1639	199.34389549507	0
Santa Clara do Sul	RS	-29.453684155	-52.1317855278	6603	86.9359633565461	0
Santa Cruz do Sul	RS	-29.6466419377	-52.4072393443	130416	733.157810631919	0
Santa Margarida do Sul	RS	-30.3710595287	-54.0977176351	2562	956.626807344065	0
Santa Maria	RS	-29.7849740427	-53.8250306122	282123	1783.61964405955	0
Santa Maria do Herval	RS	-29.4775890963	-50.9668964245	6331	139.587851329483	1
Santa Rosa	RS	-27.8644929751	-54.4970558314	73254	490.840712566097	0
Santa Tereza	RS	-29.1638649812	-51.7108236177	1729	73.9263057256793	0
Santa Vitória do Palmar	RS	-33.1635009457	-53.0072130503	29676	5243.99734654592	1
Santana da Boa Vista	RS	-30.8170393667	-53.1770036634	8098	1421.00377030464	0
Santiago	RS	-29.1272351772	-54.7963593383	49425	2419.3554583616	0
Santo Ângelo	RS	-28.2507121947	-54.2975167339	77593	681.714419600038	0
Santo Antônio da Patrulha	RS	-29.8727224331	-50.5593778142	42894	1049.04417875934	1
Santo Antônio das Missões	RS	-28.4939553997	-55.4260361862	10175	1717.44868834825	0
Santo Antônio do Palma	RS	-28.4956040076	-52.0086396238	2128	126.024601498996	0
Santo Antônio do Planalto	RS	-28.3650941736	-52.6814670481	2019	203.413633875433	0
Santo Augusto	RS	-27.9032097196	-53.7559832891	13885	468.580347672409	0
Santo Cristo	RS	-27.7983368596	-54.7108453873	14257	367.805266565425	0
Santo Expedito do Sul	RS	-27.92307487	-51.6612226263	2324	125.499065887183	0
São Borja	RS	-28.7466883669	-55.7965757835	60282	3633.46886759505	0
São Domingos do Sul	RS	-28.5383516963	-51.8678091328	3074	78.6681976837139	0
São Francisco de Assis	RS	-29.4479185893	-55.1311779384	18335	2516.41551103881	0
São Francisco de Paula	RS	-29.1997195957	-50.5597095261	21710	3262.04776156646	1
São Gabriel	RS	-30.3057828886	-54.3636584062	62105	5032.83256319835	0
São Jerônimo	RS	-30.2903628692	-51.9117208849	24248	935.814466899792	0
São João da Urtiga	RS	-27.7976498596	-51.8346728497	4657	171.068245386951	0
São João do Polêsine	RS	-29.6420984177	-53.4705106723	2552	78.2709767488953	0
São Jorge	RS	-28.5012256081	-51.715864993	2824	117.971956907969	0
São José das Missões	RS	-27.7948526551	-53.1317100625	2537	98.0985835578958	0
São José do Herval	RS	-29.0650312233	-52.2745596206	1971	103.050430483701	0
São José do Hortêncio	RS	-29.5359000191	-51.2572314813	4804	64.062762749626	0
São José do Inhacorá	RS	-27.7387716665	-54.1239229696	2073	77.9259291080879	0
São José do Norte	RS	-31.7615601686	-51.6654056662	27568	1117.34238717588	1
São José do Ouro	RS	-27.7724034481	-51.5603804461	6933	334.531531752963	0
São José do Sul	RS	-29.5483605036	-51.4843888803	2408	58.9895520137104	0
São José dos Ausentes	RS	-28.6486029953	-49.9617032045	3527	1173.31012763477	1
São Leopoldo	RS	-29.7553864407	-51.1449776477	236835	102.656816637142	1
São Lourenço do Sul	RS	-31.2344847675	-52.1225547516	43582	2035.08318559456	1
São Luiz Gonzaga	RS	-28.4184536824	-54.8909191558	33468	1299.30025849654	0
São Marcos	RS	-28.96311316	-51.0650944846	21556	256.047615969982	0
São Martinho	RS	-27.72913138	-53.9534080677	5426	171.883992894867	0
São Martinho da Serra	RS	-29.4748081181	-53.8862784596	3234	670.308089535267	0
São Miguel das Missões	RS	-28.6731112717	-54.5215221017	7673	1232.23699886179	0
São Nicolau	RS	-28.2031209563	-55.2481238352	5265	487.052750915411	0
São Paulo das Missões	RS	-27.9888538865	-54.9753779406	5790	224.553371944104	0
São Pedro da Serra	RS	-29.4196464337	-51.5063224729	3801	35.3602247672821	0
São Pedro das Missões	RS	-27.7796944278	-53.2377122521	2009	79.9971872469725	0
São Pedro do Butiá	RS	-28.1236315576	-54.8948042869	2947	107.933548051844	0
São Pedro do Sul	RS	-29.6115294527	-54.2378800251	16198	875.017850167246	0
São Sebastião do Caí	RS	-29.589366063	-51.3378196981	25685	112.034175117919	0
São Sepé	RS	-30.1759836378	-53.6200142812	23621	2204.3632189779	0
São Valentim	RS	-27.5538105708	-52.5594082869	3299	154.154907016192	0
São Valentim do Sul	RS	-29.0568009138	-51.7609867274	2242	91.8373736270126	0
São Valério do Sul	RS	-27.8212097199	-53.9088293306	2727	108.103039881059	0
São Vendelino	RS	-29.3829140489	-51.3726847394	2243	32.3916105719005	0
São Vicente do Sul	RS	-29.7099523949	-54.7542078309	8721	1178.1243776802	0
Sapiranga	RS	-29.6143682824	-50.9955949619	81734	137.916581574595	1
Sapucaia do Sul	RS	-29.8233454533	-51.1337122475	141075	58.2621201348538	1
Sarandi	RS	-27.9415939326	-52.8959274125	24489	353.408863769526	0
Seberi	RS	-27.501152251	-53.3625140941	10750	301.584124207739	0
Sede Nova	RS	-27.64112912	-53.9531428798	2907	119.451488660512	0
Segredo	RS	-29.3126109624	-52.9294297556	7421	245.826457147624	0
Selbach	RS	-28.6690455139	-52.9785036816	5100	177.663808299551	0
Senador Salgado Filho	RS	-28.0290449836	-54.536593413	2779	147.530887705964	0
Sentinela do Sul	RS	-30.6254111312	-51.6077240686	5581	281.762685424857	1
Serafina Corrêa	RS	-28.7015925892	-51.9336309752	17502	163.184060297775	0
Sério	RS	-29.3948990641	-52.2435545172	1962	100.31441932092	0
Sertão	RS	-28.0099908185	-52.3140809371	5415	439.303115591987	0
Sertão Santana	RS	-30.4669364959	-51.6299163423	6486	251.667115383199	1
Sete de Setembro	RS	-28.1454266593	-54.4601114663	1970	130.259491853924	0
Severiano de Almeida	RS	-27.4154534139	-52.1113919375	3657	167.514130106457	0
Silveira Martins	RS	-29.6333939866	-53.5702022394	2384	119.373699878508	0
Sinimbu	RS	-29.4449401743	-52.5689782483	10172	510.004809914748	0
Sobradinho	RS	-29.4056235341	-53.0262629233	14967	128.103415113326	0
Soledade	RS	-28.8394252197	-52.5373329941	31002	1213.11653412448	0
Tabaí	RS	-29.667072978	-51.7309561181	4719	94.6902557830677	0
Tapejara	RS	-28.0585806041	-52.0106575019	24111	238.486094467698	0
Tapera	RS	-28.6614076314	-52.8614606646	10584	179.665068242239	0
Tapes	RS	-30.6639880547	-51.4413989836	17300	805.680143904712	1
Taquara	RS	-29.6713948545	-50.763641199	57466	457.520203141078	1
Taquari	RS	-29.7447784804	-51.8315320521	26862	349.743110392124	0
Taquaruçu do Sul	RS	-27.4085565129	-53.4857936617	3072	76.902166791074	0
Tavares	RS	-31.286111293	-51.0739832295	5481	603.770754919496	1
Tenente Portela	RS	-27.3726701351	-53.7641627142	13485	338.310220617863	0
Terra de Areia	RS	-29.6018968392	-50.0668891304	11204	141.688333658059	1
Teutônia	RS	-29.4715336818	-51.7780363701	33232	178.342611003206	0
Tio Hugo	RS	-28.5823946494	-52.5981578314	3030	113.8901131438	0
Tiradentes do Sul	RS	-27.3681428485	-54.1209068007	5704	236.563299277517	0
Toropi	RS	-29.4703149935	-54.3011104361	2806	203.328027337573	0
Torres	RS	-29.3283015348	-49.8096252386	38732	160.490193865931	1
Tramandaí	RS	-30.0285967939	-50.2212854732	51715	144.312317200291	1
Travesseiro	RS	-29.2829132022	-52.0875770003	2336	81.0794341769556	0
Três Arroios	RS	-27.4925758138	-52.1801525013	2668	148.512880889494	0
Três Cachoeiras	RS	-29.4743007187	-49.9632117619	11053	250.924618294125	1
Três Coroas	RS	-29.4773287602	-50.7705909051	28220	185.392918356212	1
Três de Maio	RS	-27.7319095283	-54.2652152795	23906	422.94180048355	0
Três Forquilhas	RS	-29.4285258507	-50.0854103219	2697	217.127819780662	1
Três Palmeiras	RS	-27.6171394183	-52.8373537821	4271	180.601250323462	0
Três Passos	RS	-27.4412003684	-53.9292335845	23906	268.736928141658	0
Trindade do Sul	RS	-27.5277402244	-52.8990247496	5802	268.436137409826	0
Triunfo	RS	-29.8448679228	-51.5710951908	29538	818.205951113254	0
Tucunduva	RS	-27.63939361	-54.4307294229	5678	181.173910819253	0
Tunas	RS	-29.1142473787	-52.8927423112	4569	218.0813146443	0
Tupanci do Sul	RS	-27.9301765588	-51.5375854432	1472	135.164893512782	0
Tupanciretã	RS	-29.0206164454	-54.0033316244	23948	2254.01892796033	0
Tupandi	RS	-29.4744239785	-51.4267589846	4855	59.496920646454	0
Tuparendi	RS	-27.7065001706	-54.554557136	7893	308.363806644915	0
Turuçu	RS	-31.4751002086	-52.1560768808	3438	253.508472977509	1
Ubiretama	RS	-28.0378186736	-54.6463098627	2015	126.993236151864	0
União da Serra	RS	-28.7725753755	-52.0214696975	1154	130.915709733233	0
Unistalda	RS	-29.0685034672	-55.1587830178	2338	604.346637262922	0
Uruguaiana	RS	-29.8406355596	-56.7295304254	126970	5742.3897903423	0
Vacaria	RS	-28.370405671	-50.923739719	66218	2122.89027731191	0
Vale do Sol	RS	-29.5836851677	-52.689527351	11781	328.181169993529	0
Vale Real	RS	-29.3627616723	-51.2483958916	5913	45.0494995806513	0
Vale Verde	RS	-29.8307869406	-52.112444811	3497	329.557215054131	0
Vanini	RS	-28.4903855647	-51.8350274684	2113	65.0668473390672	0
Venâncio Aires	RS	-29.5785630322	-52.1952381243	71554	771.868397309633	0
Vera Cruz	RS	-29.7131665993	-52.5386523005	26863	309.54213810629	0
Veranópolis	RS	-28.9635768134	-51.5517126991	26241	289.220970535707	0
Vespasiano Corrêa	RS	-29.0668148702	-51.8606127941	1815	113.813930637611	0
Viadutos	RS	-27.5722917659	-51.9937527825	4756	268.090228946371	0
Viamão	RS	-30.1671352924	-50.8695358283	255224	1495.90761535994	1
Vicente Dutra	RS	-27.1710864754	-53.3879208889	4670	193.167948815287	0
Victor Graeff	RS	-28.5501229092	-52.6852307236	2882	238.242531488911	0
Vila Flores	RS	-28.858969258	-51.5528265106	3385	107.736619308261	0
Vila Lângaro	RS	-28.1282718748	-52.1421350113	2091	152.097385484282	0
Vila Maria	RS	-28.5579348604	-52.1516946603	4358	181.239909477875	0
Vila Nova do Sul	RS	-30.3462386748	-53.8789622006	4280	508.496796257426	0
Vista Alegre	RS	-27.3249579544	-53.5101085987	2752	77.5108402143482	0
Vista Alegre do Prata	RS	-28.820750146	-51.7821891143	1561	119.247681709116	0
Vista Gaúcha	RS	-27.2657932565	-53.7004277933	2851	89.8898515035313	0
Vitória das Missões	RS	-28.3820460685	-54.4634913674	3133	260.140571262101	0
Westfália	RS	-29.4063848064	-51.7429401332	3014	63.6227439679126	0
Xangri-lá	RS	-29.8080275661	-50.0698190625	16408	60.6516414907324	1
Abdon Batista	SC	-27.5840750193	-51.0562972491	2563	235.643245221905	0
Abelardo Luz	SC	-26.5623141602	-52.2559371453	17904	952.667416437697	0
Agrolândia	SC	-27.4546946536	-49.8244132551	10864	207.456928596864	0
Agronômica	SC	-27.3271641726	-49.7204191599	5448	129.862512647566	0
Água Doce	SC	-26.7645368013	-51.6123027144	7145	1313.33345078197	0
Águas de Chapecó	SC	-27.0544081588	-52.956711975	6486	139.85052457553	0
Águas Frias	SC	-26.8518658851	-52.8527099359	2366	76.1432053987924	0
Águas Mornas	SC	-27.7330918903	-48.9363926764	6469	327.428608234226	1
Alfredo Wagner	SC	-27.7056800965	-49.3313530775	10036	732.672362479129	1
Alto Bela Vista	SC	-27.4214068188	-51.9258022403	1937	103.917841806278	0
Anchieta	SC	-26.5325586472	-53.3323050077	5638	232.116145362758	0
Angelina	SC	-27.5429741739	-49.0672892849	4801	500.088869380621	1
Anita Garibaldi	SC	-27.7306131133	-51.0797148691	7133	587.449921980931	0
Anitápolis	SC	-27.8799571315	-49.1395814172	3232	542.13556639172	1
Antônio Carlos	SC	-27.497345768	-48.831618218	8513	233.652022117417	1
Apiúna	SC	-27.1236938941	-49.3642680293	10743	493.268107563497	1
Arabutã	SC	-27.1408854405	-52.1812431588	4267	133.233223233987	0
Araquari	SC	-26.4619347447	-48.7581776544	38129	384.152288174544	1
Araranguá	SC	-28.9420687553	-49.4713851243	68228	303.223162460619	1
Armazém	SC	-28.237682364	-49.0151178768	8674	173.601256399203	1
Arroio Trinta	SC	-26.9211655499	-51.3367777645	3550	94.2288313389096	0
Arvoredo	SC	-27.0709572249	-52.4422321931	2240	90.7425815531098	0
Ascurra	SC	-26.9733620503	-49.3956333847	7934	110.882018224981	1
Atalanta	SC	-27.4371612452	-49.7421148205	3210	94.1527518035554	0
Aurora	SC	-27.3293282074	-49.5900875665	5679	206.546641428864	1
Balneário Arroio do Silva	SC	-29.0191562603	-49.4747926112	13071	95.2348989062596	1
Balneário Barra do Sul	SC	-26.4462443557	-48.6535774757	10795	111.342200926254	1
Balneário Camboriú	SC	-27.0047152465	-48.6205713326	142295	46.2704522112417	1
Balneário Gaivota	SC	-29.1530791644	-49.6153565723	10979	145.711044215237	1
Balneário Piçarras	SC	-26.7592779786	-48.7330762867	23147	99.4690371388642	1
Balneário Rincão	SC	-28.8267905062	-49.2542482461	12760	64.6307892499436	1
Bandeirante	SC	-26.7686060632	-53.6481946682	2678	148.046357744686	0
Barra Bonita	SC	-26.667815505	-53.4245703718	1677	93.167978749598	0
Barra Velha	SC	-26.6620498482	-48.7269467005	29168	140.416514949098	1
Bela Vista do Toldo	SC	-26.4181136466	-50.4877551326	6337	537.737708273645	0
Belmonte	SC	-26.8566208569	-53.6179251462	2706	92.9474372287185	0
Benedito Novo	SC	-26.8006250989	-49.4352854613	11652	388.719168388343	1
Biguaçu	SC	-27.4334074241	-48.6943676476	68481	368.068653829456	1
Blumenau	SC	-26.8850050027	-49.0970250084	357199	518.539385456058	1
Bocaina do Sul	SC	-27.7630042054	-49.9094443641	3474	512.585489781241	0
Bom Jardim da Serra	SC	-28.3609702359	-49.6526897948	4743	935.526912791622	1
Bom Jesus	SC	-26.7399046583	-52.3907534859	3010	63.4482410575865	0
Bom Jesus do Oeste	SC	-26.6833775486	-53.0951998508	2142	67.1119054500821	0
Bom Retiro	SC	-27.7850647196	-49.5634750011	9966	1055.23426935341	1
Bombinhas	SC	-27.1731720599	-48.5205057254	19769	35.9482354818935	1
Botuverá	SC	-27.2184054465	-49.1235975939	5246	296.203473415441	1
Braço do Norte	SC	-28.2409053605	-49.1428343119	33450	211.868320881015	1
Braço do Trombudo	SC	-27.3683911181	-49.903280502	3743	90.2730764528457	0
Brunópolis	SC	-27.3466954721	-50.8452507205	2420	336.776163338766	0
Brusque	SC	-27.1246979045	-48.9097107237	134723	283.296809936333	1
Caçador	SC	-26.7625486466	-51.0854585807	78595	983.505606081231	0
Caibi	SC	-27.024293576	-53.2631675743	6148	174.917100606339	0
Calmon	SC	-26.6214187976	-51.0071545517	3346	637.664576341185	0
Camboriú	SC	-27.0708696384	-48.7088481326	82989	212.420586867781	1
Campo Alegre	SC	-26.1202869346	-49.2171782374	11978	499.068886863257	1
Campo Belo do Sul	SC	-27.8468235959	-50.7716778885	7016	1026.84271264486	0
Campo Erê	SC	-26.4502917607	-53.1300411117	8526	479.24414363963	0
Campos Novos	SC	-27.4131149669	-51.2448334611	36244	1718.03196188491	0
Canelinha	SC	-27.2346074333	-48.8025704302	12240	152.616349840935	1
Canoinhas	SC	-26.2483026141	-50.5334275604	54401	1139.54522116156	0
Capão Alto	SC	-28.0623906671	-50.6064543267	2525	1334.8216455907	0
Capinzal	SC	-27.412017251	-51.6310147236	22848	244.02863015046	0
Capivari de Baixo	SC	-28.4554229654	-48.9435295576	24871	53.3473791271034	1
Catanduvas	SC	-27.0455356737	-51.696805094	10861	197.162424346557	0
Caxambu do Sul	SC	-27.1467340986	-52.9201405418	3642	140.721589326177	0
Celso Ramos	SC	-27.6520683802	-51.3079281262	2728	208.114904875615	0
Cerro Negro	SC	-27.7756600283	-50.9325007916	3124	417.002603323989	0
Chapadão do Lageado	SC	-27.582419768	-49.5563470316	2988	124.720477481626	1
Chapecó	SC	-27.1249758481	-52.6503234478	220367	625.972444519975	0
Cocal do Sul	SC	-28.5983722081	-49.3340070053	16684	71.1193321373183	1
Concórdia	SC	-27.2391055857	-52.0072773122	74641	799.008157401287	0
Cordilheira Alta	SC	-26.975692714	-52.641436296	4453	82.8461120314999	0
Coronel Freitas	SC	-26.8832917507	-52.725322257	9981	233.950737076049	0
Coronel Martins	SC	-26.5346738295	-52.6718867281	2549	107.286285931483	0
Correia Pinto	SC	-27.5971930484	-50.3785834029	12795	650.658394145411	0
Corupá	SC	-26.4412041604	-49.3255424972	15909	402.744962993762	1
Criciúma	SC	-28.7154680582	-49.3795818089	215186	235.658631484611	1
Cunha Porã	SC	-26.8784405133	-53.190790046	11086	217.995494789543	0
Cunhataí	SC	-26.974681235	-53.1009126444	1962	55.7835069067314	0
Curitibanos	SC	-27.2930904076	-50.6175732561	39745	948.013598532623	0
Descanso	SC	-26.8582662677	-53.4793066668	8250	287.593697350386	0
Dionísio Cerqueira	SC	-26.3297929848	-53.532871928	15498	379.533076141353	0
Dona Emma	SC	-26.9882926846	-49.7767885375	4146	181.092161604454	0
Doutor Pedrinho	SC	-26.7049786752	-49.5538450944	4064	374.519534184911	1
Entre Rios	SC	-26.7396015852	-52.5785461596	3203	104.529354622449	0
Ermo	SC	-28.9903692866	-49.6542530691	2063	63.4163937325709	1
Erval Velho	SC	-27.2845409557	-51.4219865503	4412	207.20247997117	0
Faxinal dos Guedes	SC	-26.8466020174	-52.2442942264	10667	339.555507994486	0
Flor do Sertão	SC	-26.7630748374	-53.3371802781	1582	58.7661596698113	0
Florianópolis	SC	-27.5778974214	-48.5081712303	500973	675.877034823694	1
Formosa do Sul	SC	-26.6339318237	-52.7939474973	2510	100.103543451084	0
Forquilhinha	SC	-28.7816215718	-49.493227031	26793	183.085353420758	1
Fraiburgo	SC	-27.0374860141	-50.8720559637	36443	547.414138604143	0
Frei Rogério	SC	-27.1914285205	-50.765360055	2023	159.091077562418	0
Galvão	SC	-26.4494441578	-52.6585899766	2873	139.323647061806	0
Garopaba	SC	-28.0465646104	-48.6587826708	23078	115.463343040466	1
Garuva	SC	-26.0569398195	-48.867242645	18145	502.132077979645	1
Gaspar	SC	-26.9310119933	-48.9658097594	69639	386.856152552439	1
Governador Celso Ramos	SC	-27.3721263297	-48.5791619356	14471	117.25723984971	1
Grão Pará	SC	-28.1546391888	-49.3146898138	6569	338.114635518685	1
Gravatal	SC	-28.3534279615	-49.0201225391	11501	164.773503389726	1
Guabiruba	SC	-27.1032597283	-49.0212736873	23832	174.704507039401	1
Guaraciaba	SC	-26.5800095914	-53.5707178171	10090	330.840696127058	0
Guaramirim	SC	-26.4762487487	-48.9451779984	44819	268.648468659271	1
Guarujá do Sul	SC	-26.3982059684	-53.4834423702	5160	100.290582652645	0
Guatambú	SC	-27.1166391395	-52.7835142208	4704	205.868493086055	0
Herval d'Oeste	SC	-27.19561071	-51.410711482	22606	217.166477432198	0
Ibiam	SC	-27.2081838274	-51.2157099396	1957	146.599337355228	0
Ibicaré	SC	-27.0922239098	-51.3700795596	3202	155.672131110835	0
Ibirama	SC	-27.0176610878	-49.5283177749	18950	247.280632506931	1
Içara	SC	-28.7514727278	-49.2774859195	56421	228.904656043474	1
Ilhota	SC	-26.8589629433	-48.8569515139	14184	252.964155061015	1
Imaruí	SC	-28.23105866	-48.8349698271	10135	542.803547943914	1
Imbituba	SC	-28.1947408534	-48.7029373147	44853	183.012552208682	1
Imbuia	SC	-27.5024785846	-49.4054143291	6197	123.014058577656	1
Indaial	SC	-26.9943508582	-49.2241052222	69425	430.776295527156	1
Iomerê	SC	-26.9875955702	-51.2756524327	2945	113.664808041892	0
Ipira	SC	-27.3710722189	-51.7989899865	4446	154.464507523261	0
Iporã do Oeste	SC	-27.0001597899	-53.4896150739	8996	199.442807362582	0
Ipuaçu	SC	-26.6788071773	-52.4761928238	7514	260.822956538223	0
Ipumirim	SC	-27.040163427	-52.152862734	7593	247.598302486783	0
Iraceminha	SC	-26.8443587495	-53.3244730217	3976	163.189421196374	0
Irani	SC	-27.0251880231	-51.9179282951	10419	325.543551471526	0
Irati	SC	-26.6276122979	-52.8902049659	1930	78.2818085307903	0
Irineópolis	SC	-26.3574777759	-50.7607174192	11222	589.096725601215	0
Itá	SC	-27.244092247	-52.3321063102	6169	165.807062058155	0
Itaiópolis	SC	-26.4719739092	-49.891579869	21669	1294.78899417316	1
Itajaí	SC	-26.9687325568	-48.7531498357	219536	288.410264259391	1
Itapema	SC	-27.108657387	-48.6337196316	65312	57.8349310665733	1
Itapiranga	SC	-27.1121293796	-53.7113739917	16872	283.310063470418	0
Itapoá	SC	-26.0821145316	-48.651583159	20576	248.558373076788	1
Ituporanga	SC	-27.4528432742	-49.5390741909	25086	336.833658422471	1
Jaborá	SC	-27.141493258	-51.772656138	3936	182.03525251911	0
Jacinto Machado	SC	-28.9950025847	-49.8478488405	10416	431.169515085916	1
Jaguaruna	SC	-28.6579847375	-49.0445129073	20024	328.380765108671	1
Jaraguá do Sul	SC	-26.4812729996	-49.159980821	177697	529.464106294885	1
Jardinópolis	SC	-26.7176171582	-52.8716503349	1570	67.6867790629106	0
Joaçaba	SC	-27.1520183244	-51.5931632625	30118	241.936764361893	0
Joinville	SC	-26.2441907319	-48.9513788004	590466	1126.37207243536	1
José Boiteux	SC	-26.8590611639	-49.6461844524	4997	405.085868929866	1
Jupiá	SC	-26.3941046456	-52.7208873582	2101	92.0483580979578	0
Lacerdópolis	SC	-27.2508569021	-51.590448491	2246	68.8411846406481	0
Lages	SC	-28.0201187299	-50.3408624055	157544	2629.6833890279	0
Laguna	SC	-28.4860036992	-48.825991178	45814	336.501243051078	1
Lajeado Grande	SC	-26.8547678066	-52.5522238535	1427	65.2698086627182	0
Laurentino	SC	-27.2075133008	-49.7328512578	6970	79.5524934203504	0
Lauro Muller	SC	-28.3844205032	-49.452632705	15244	270.718697266011	1
Lebon Régis	SC	-26.8581343438	-50.7026647237	12107	940.753521089411	0
Leoberto Leal	SC	-27.4718207146	-49.2572782439	3041	291.194514054835	1
Lindóia do Sul	SC	-27.0313124386	-52.0521250075	4563	188.535851742174	0
Lontras	SC	-27.1892954243	-49.5069228704	12130	197.058430327265	1
Luiz Alves	SC	-26.726964615	-48.8911467075	12859	259.956638597736	1
Luzerna	SC	-27.0903641726	-51.5062907959	5685	118.29467062943	0
Macieira	SC	-26.8032095316	-51.354471358	1775	259.441320461232	0
Mafra	SC	-26.2009035166	-49.889367879	56292	1403.34573332953	1
Major Gercino	SC	-27.4277713723	-49.0533008838	3442	306.213901086047	1
Major Vieira	SC	-26.481112882	-50.3619897173	8103	525.127831121643	0
Maracajá	SC	-28.8638914331	-49.4557145891	7293	62.4484292814798	1
Maravilha	SC	-26.7598576466	-53.1983980829	25762	171.349517422349	0
Marema	SC	-26.8124148301	-52.6302513852	1797	104.051249988038	0
Massaranduba	SC	-26.6263647777	-48.9882716925	16916	374.149399017747	1
Matos Costa	SC	-26.4805768026	-51.142100881	2520	432.729414510415	0
Meleiro	SC	-28.8416011679	-49.6019966206	7015	186.992847551857	1
Mirim Doce	SC	-27.1859448177	-50.1743221698	2309	335.512624755785	0
Modelo	SC	-26.7751140608	-53.0515321168	4209	91.1271754445852	0
Mondaí	SC	-27.0987898262	-53.4463753706	11742	202.277100118991	0
Monte Carlo	SC	-27.1933514404	-50.9279417961	9866	193.366235918607	0
