nome	lat	lon	pop	X	UF
Coremas	-7.016667	-37.966667	11897	1.54	PB
Pitimbu	-7.466667	-34.8	7862	1.02	PB
Alagoinha	-6.933333	-35.55	7474	1.01	PB
Piancó	-7.2	-37.95	10482	1.3	PB
Pitanga	-24.766667	-51.733333	18652	1.86	PR
Cianorte	-23.616667	-52.616667	55995	2.13	PR
Moreira Sales	-24.016667	-53.05	8699	1.39	PR
Tibagi	-24.5	-50.4	12644	1.49	PR
Antonina	-25.4314	-48.7184	16152	1.49	PR
Mandaguaçu	-23.333333	-52.083333	14866	1.22	PR
Peabiru	-23.9	-52.333333	12345	1.23	PR
Castro	-24.783333	-50	42092	1.84	PR
União da Victoria	-26.216667	-51.083333	48741	2.11	PR
Rio Branco do Sul	-25.166667	-49.3	26441	1.13	PR
Centenário do Sul	-22.8	-51.616667	8358	1.34	PR
Marechal Cândido Rondon	-24.566667	-54.066667	43028	1.88	PR
Jaguariaíva	-24.25	-49.7	30627	1.84	PR
Mandaguari	-23.533333	-51.7	38239	1.59	PR
Nova Londrina	-22.75	-53	11042	1.39	PR
Barbosa Ferraz	-24.066667	-52.05	9048	1.51	PR
Florestópolis	-22.866667	-51.4	13250	1.46	PR
Chopinzinho	-25.85	-52.5	14142	1.23	PR
Pato Branco	-26.216667	-52.666667	65754	2.38	PR
Palmas	-26.5	-52	39150	2.16	PR
Loanda	-22.9	-53.166667	18233	1.99	PR
Terra Boa	-23.75	-52.45	12958	1.26	PR
Foz do Iguaçu	-25.55	-54.583333	293526	3.27	PR
Sengés	-24.1	-49.483333	14868	1.29	PR
São Mateus do Sul	-25.866667	-50.383333	24904	1.69	PR
Carambeí	-24.933333	-50.083333	13466	1.3	PR
Altônia	-23.933333	-53.9	11242	1.59	PR
Londrina	-23.3	-51.15	471836	3.29	PR
Umuarama	-23.75	-53.333333	89688	2.51	PR
Ibaiti	-23.8469	-50.1886	25797	1.96	PR
Santo Antônio da Platina	-23.2942	-50.075	35260	1.85	PR
Ibiporã	-23.283333	-51.05	44791	1.35	PR
Telêmaco Borba	-24.35	-50.616667	58880	2.33	PR
Campina Grande do Sul	-25.3	-49.083333	31112	1.39	PR
Paranaguá	-25.516667	-48.5	141014	2.43	PR
Matinhos	-25.816667	-48.533333	32008	1.74	PR
Paranavaí	-23.066667	-52.466667	72849	2.25	PR
Sertanópolis	-23.066667	-51.033333	13904	1.35	PR
Matelândia	-25.2413	-53.983	10816	1.09	PR
Alto Paraná	-23.083333	-52.366667	10888	1.07	PR
Nova Esperança	-23.182485	-52.203005	24833	1.67	PR
Jussara	-23.6	-52.466667	16374	1.31	PR
Jataìzinho	-23.216667	-50.966667	10014	1.07	PR
Almirante Tamandaré	-25.3	-49.316667	89500	1.43	PR
Medianeira	-25.283333	-54.083333	34069	2.02	PR
Arapongas	-23.383333	-51.45	97513	1.74	PR
Engenheiro Beltrão	-23.783333	-52.25	14955	1.55	PR
Rolândia	-23.3	-51.366667	51005	1.45	PR
Iporã	-23.983333	-53.616667	10353	1.48	PR
Lapa	-25.765833	-49.717778	25621	1.76	PR
Bela Vista do Paraíso	-23	-51.2	14332	1.47	PR
Dois Vizinhos	-25.783333	-53.083333	22766	1.67	PR
Campo Largo	-25.433333	-49.533333	94669	1.78	PR
Paiçandu	-23.45	-52.033333	34365	1.37	PR
Guaratuba	-25.8804	-48.571	18906	1.05	PR
Ribeirão do Pinhal	-23.4	-50.3	11275	1.44	PR
Cândido de Abreu	-24.583333	-51.333333	5102	1.51	PR
Guaíra	-24.066667	-54.25	27611	1.95	PR
Irati	-25.4735	-50.6524	45831	2.14	PR
Araucária	-25.583333	-49.416667	111303	1.86	PR
Coronel Vivida	-25.966667	-52.566667	15841	1.54	PR
Maringá	-23.416667	-51.916667	311727	2.64	PR
Cambará	-23.0411	-50.0741	21380	1.37	PR
Nova Aurora	-22.866667	-52.566667	9013	1.22	PR
Marialva	-23.466667	-51.7	26001	1.08	PR
Colombo	-25.283333	-49.233333	217002	1.81	PR
Apucarana	-23.55	-51.483333	107086	2.14	PR
Colorado	-22.816667	-51.95	20449	1.81	PR
Alto Piquiri	-24.016667	-53.466667	10039	1.22	PR
Ampère	-25.916667	-53.466667	14275	1.7	PR
Assaí	-23.366667	-50.816667	12545	1.46	PR
Realeza	-25.783333	-53.516667	10389	1.19	PR
Ivaiporã	-24.25	-51.75	23316	2.04	PR
Guaraniaçu	-25.1	-52.866667	7781	1.68	PR
Cambé	-23.233333	-51.25	91081	1.57	PR
Astorga	-23.216667	-51.666667	20129	1.57	PR
Pinhão	-25.716667	-51.633333	15141	1.68	PR
Imbituva	-25.2	-50.583333	19671	1.61	PR
Guarapuava	-25.383333	-51.45	150851	2.72	PR
Jacarezinho	-23.171382	-49.991453	35090	1.46	PR
Tapejara	-23.683333	-52.883333	10726	1.34	PR
Reserva	-24.633333	-50.866667	11097	1.61	PR
Porecatu	-22.716667	-51.4	11390	1.23	PR
Palotina	-24.283333	-53.833333	23059	1.75	PR
Laranjeiras do Sul	-25.416667	-52.416667	18425	2.02	PR
Toledo	-24.733333	-53.75	97846	2.05	PR
Piraí do Sul	-24.516667	-49.933333	16409	1.56	PR
Curitiba	-25.416667	-49.25	1718433	3.63	PR
Cascavel	-24.95	-53.466667	257174	2.81	PR
Clevelândia	-26.4	-52.35	14701	1.66	PR
Prudentópolis	-25.2	-50.95	19611	1.72	PR
Palmeira	-25.426111	-50.003333	18630	1.72	PR
Terra Rica	-22.716667	-52.633333	10346	1.59	PR
Sarandi	-23.433333	-51.866667	84698	1.22	PR
Piraquara	-25.433333	-49.066667	41162	1.56	PR
Itaperuçu	-25.2	-49.366667	26552	1.29	PR
Ponta Grossa	-25.083333	-50.15	292179	2.72	PR
Bandeirantes	-23.1	-50.35	29495	1.72	PR
Quatro Barras	-25.366667	-49.083333	17526	1	PR
Pontal do Paraná	-25.58	-48.354167	14969	1.31	PR
Rio Negro	-26.0934	-49.7895	23007	0.73	PR
Wenceslau Braz	-23.85	-49.8	15726	1.7	PR
Ortigueira	-24.2	-50.916667	11541	1.57	PR
São Miguel do Iguaçu	-25.35	-54.166667	15434	1.16	PR
Cornélio Procópio	-23.133333	-50.65	45031	2.05	PR
São José dos Pinhais	-25.516667	-49.216667	229988	1.71	PR
Cruzeiro do Oeste	-23.766667	-53.066667	15058	1.53	PR
Santo Antônio do Sudoeste	-26.068889	-53.725278	11723	1.53	PR
Corbélia	-24.8	-53.3	12725	1.42	PR
Jandaia do Sul	-23.6	-51.65	17507	1.08	PR
Terra Roxa	-23.855708	-50.031397	10911	1.24	PR
Francisco Beltrão	-26.083333	-53.066667	57618	2.01	PR
Faxinal	-23.983333	-51.366667	13464	1.73	PR
Andirá	-23.0488	-50.2276	20758	1.31	PR
São Raimundo Nonato	-9.016667	-42.7	19569	2.11	PI
Castelo do Piauí	-5.333333	-41.55	8589	1.88	PI
Parnaíba	-2.909167	-41.774722	138011	2.31	PI
Piracuruca	-3.933333	-41.7	18852	1.68	PI
Simplício Mendes	-7.85	-41.9	7076	1.72	PI
Pio IX	-6.833333	-40.616667	4973	1.29	PI
Batalha	-4.016667	-42.083333	8744	1.28	PI
União	-4.583333	-42.866667	15678	1.63	PI
Gilbués	-9.838889	-45.353889	4920	1.66	PI
Água Branca	-5.883333	-42.633333	13912	1.79	PI
Piripiri	-4.266667	-41.783333	44866	2.31	PI
São João do Piauí	-8.35	-42.25	12689	1.96	PI
Luís Correia	-2.883611	-41.666111	11480	1.12	PI
Inhuma	-6.666667	-41.7	7056	1.38	PI
Cariré	-3.95	-40.45	5488	1.18	PI
Uruçuí	-7.233333	-44.55	12243	2.01	PI
Valença do Piauí	-6.4	-41.75	15881	1.97	PI
José de Freitas	-4.75	-42.583333	21433	1.68	PI
Palmeirais	-5.966667	-43.066667	4262	1.25	PI
Pedro II	-4.416667	-41.466667	22039	1.73	PI
Demerval Lobão	-5.366667	-42.683333	15285	1.58	PI
São Pedro do Piauí	-5.933333	-42.716667	7408	0.97	PI
Matias Olímpio	-3.716667	-42.55	4012	1.14	PI
Canto do Buriti	-8.116667	-42.966667	11715	1.92	PI
Oeiras	-7.016667	-42.133333	21071	1.99	PI
Pedreiras	-4.566667	-44.65	33909	1.83	PI
Simões	-7.6	-40.816667	4332	1.25	PI
Monsenhor Gil	-5.583333	-42.616667	4751	1.22	PI
Luzilândia	-3.466667	-42.366667	12999	1.32	PI
Beneditinos	-5.45	-42.366667	5005	1.38	PI
Alto Longá	-5.25	-42.2	4435	1.26	PI
Esperantina	-3.9	-42.233333	21044	1.72	PI
Altos	-5.05	-42.466667	28769	1.78	PI
Pôrto	-3.9	-42.7	6535	1.3	PI
Pimenteiras	-6.233333	-41.416667	3819	1.38	PI
Regeneração	-6.25	-42.683333	13608	1.65	PI
Cocal	-3.466667	-41.566667	12097	1.39	PI
Mombaça	-5.75	-39.633333	17065	1.62	PI
Picos	-7.083333	-41.466667	57496	2.7	PI
Barras	-4.25	-42.3	21597	1.89	PI
Floriano	-6.783333	-43.016667	48588	2.54	PI
Miguel Alves	-4.166667	-42.9	10439	1.16	PI
Buriti dos Lopes	-3.166667	-41.866667	9475	1.44	PI
Amarante	-6.233333	-42.833333	8828	1.18	PI
Elesbão Veloso	-6.216667	-42.133333	10430	1.65	PI
Itainópolis	-7.4	-41.516667	2922	1.26	PI
Jaicós	-7.35	-41.133333	7107	1.57	PI
Corrente	-10.436111	-45.131111	13967	1.87	PI
Teresina	-5.083333	-42.816667	744526	3.29	PI
Campo Maior	-4.816667	-42.166667	31740	2.08	PI
Itaueira	-7.6	-43.033333	5146	1.58	PI
São Miguel do Tapuio	-5.5	-41.333333	7964	1.41	PI
Bom Jesus	-9.066667	-44.366667	12666	2.25	PI
São Gonçalo	-22.800278	-43.025556	939101	2.35	RJ
Santo Antônio de Pádua	-21.533333	-42.183333	33076	1.91	RJ
Cambuci	-21.566667	-41.916667	9395	1.29	RJ
Paracambi	-22.608611	-43.712778	36099	1.15	RJ
Miguel Pereira	-22.452778	-43.476389	23850	1.63	RJ
Magé	-22.655556	-43.015278	216342	1.84	RJ
Itatiaia	-22.5	-44.566667	12571	1.14	RJ
Nova Iguaçu	-22.759188	-43.431887	1002129	2.39	RJ
Campos	-21.75	-41.3	387422	3.04	RJ
Armação dos Búzios	-22.75	-41.883333	23463	1.48	RJ
Porto Real	-22.4172	-44.2861	12061	1.26	RJ
Queimados	-22.722897	-43.556316	135742	1.69	RJ
Cordeiro	-22.033333	-42.366667	15602	1.57	RJ
Bom Jardim	-22.15	-42.416667	11716	1.17	RJ
Piraí	-22.627778	-43.901944	19105	1.31	RJ
Quatis	-22.4099	-44.2594	10289	0.6	RJ
Angra dos Reis	-23	-44.3	153637	2.28	RJ
Miracema	-21.416667	-42.183333	26684	1.31	RJ
Araruama	-22.883333	-42.333333	109638	2.26	RJ
Belford Roxo	-22.761995	-43.404654	466101	1.3	RJ
Duque de Caxias	-22.790321	-43.325009	818339	2.01	RJ
São Pedro da Aldeia	-22.85	-42.1	55014	1.35	RJ
Três Rios	-22.111389	-43.207778	71945	2.02	RJ
Volta Redonda	-22.533333	-44.116667	249584	2.56	RJ
Paraíba do Sul	-22.1575	-43.290556	35518	1.28	RJ
Arraial do Cabo	-22.966667	-42.016667	26164	1.16	RJ
Sapucaia	-22	-42.9	12329	1.47	RJ
Rio de Janeiro	-22.9	-43.233333	6023742	3.93	RJ
Itaboraí	-22.75	-42.866667	182500	1.86	RJ
Nova Friburgo	-22.266667	-42.533333	153363	2.36	RJ
Niterói	-22.90214	-43.130301	456461	1.85	RJ
Japeri	-22.648889	-43.658611	95102	1.6	RJ
São João de Meriti	-22.798614	-43.360894	454855	1.43	RJ
Rio Bonito	-22.716667	-42.616667	35997	1.68	RJ
Mendes	-22.526111	-43.724722	17308	1.08	RJ
Pinheiral	-22.516667	-43.983333	19469	1.3	RJ
Natividade	-21.05	-41.983333	12014	1.07	RJ
Itaguaí	-22.870755	-43.773821	100756	1.93	RJ
Guapimirim	-22.533333	-42.983333	31202	1.31	RJ
Cachoeiras de Macacu	-22.466667	-42.65	46178	1.71	RJ
Parati	-23.216667	-44.716667	15118	1.71	RJ
Barra do Piraí	-22.466111	-43.827778	87669	1.88	RJ
Barra Mansa	-22.533333	-44.183333	164054	1.46	RJ
Silva Jardim	-22.466667	-42.3	16889	1.15	RJ
Nilópolis	-22.808487	-43.419792	147283	1.31	RJ
Itaocara	-21.683333	-42.066667	16763	1.41	RJ
Saquarema	-22.933333	-42.5	62057	1.65	RJ
Petrópolis	-22.510833	-43.184444	272694	2.22	RJ
Cabo Frio	-22.883333	-42.016667	108241	2.02	RJ
Maricá	-22.916667	-42.816667	79552	1.7	RJ
Casimiro de Abreu	-22.483333	-42.2	19087	1.56	RJ
Carmo	-21.933333	-42.616667	11555	1.05	RJ
Rio das Ostras	-22.533333	-41.95	46619	1.7	RJ
Rio Claro	-22.716667	-44.15	12620	1.34	RJ
Resende	-22.4679	-44.4575	111515	1.98	RJ
São João da Barra	-21.633333	-41.05	20606	1.61	RJ
Bom Jesus do Itabapoana	-21.133333	-41.683333	30822	1.61	RJ
Tanguá	-22.733333	-42.716667	23740	1.22	RJ
Seropédica	-22.747222	-43.716944	54846	1.45	RJ
Valença	-22.241944	-43.701389	61145	1.81	RJ
Itaperuna	-21.2	-41.9	84436	2.14	RJ
Cantagalo	-21.966667	-42.366667	14019	0.96	RJ
São Fidélis	-21.65	-41.733333	27793	1.88	RJ
Teresópolis	-22.424064	-42.968013	123980	1.92	RJ
Areal	-22.228889	-43.106944	11041	1.24	RJ
Mangaratiba	-22.9609	-44.0402	27023	1.65	RJ
Vassouras	-22.406111	-43.664167	21175	1.41	RJ
Iguaba Grande	-22.833333	-42.216667	11104	1.13	RJ
Porciúncula	-20.966667	-42.033333	12511	1.43	RJ
Macaé	-22.383333	-41.783333	143031	2.46	RJ
Poço Branco	-5.633333	-35.666667	7112	1.12	RN
Taipu	-5.616667	-35.6	4606	0.76	RN
Montanhas	-6.483333	-35.3	8442	1.13	RN
Açu	-5.577222	-36.9075	36126	2.05	RN
Jardim de Piranhas	-6.366667	-37.333333	10935	1.43	RN
Macau	-5.116667	-36.633333	18070	1.86	RN
Pendências	-5.263333	-36.723056	9363	1.25	RN
Alexandria	-6.416667	-38.016667	9769	1.45	RN
Pau dos Ferros	-6.116667	-38.166667	25051	2.01	RN
Ipanguaçu	-5.497778	-36.853333	4624	0.88	RN
Governador Dix-Sept Rosado	-5.466667	-37.516667	6626	1.28	RN
São José do Campestre	-6.3	-35.7	10254	1.42	RN
Extremóz	-5.7	-35.3	17992	1.23	RN
Arês	-6.183333	-35.15	7231	0.97	RN
Pedro Velho	-6.433333	-35.233333	6366	0.89	RN
Parelhas	-6.683333	-36.65	16377	1.77	RN
Upanema	-5.644444	-37.257778	6704	1.05	RN
Santana do Matos	-5.956111	-36.652778	8050	1.48	RN
São José de Mipibu	-6.083333	-35.25	15317	1.34	RN
Canguaretama	-6.383333	-35.133333	18873	1.64	RN
São Tomé	-5.971389	-36.073611	6137	1.3	RN
Ceará-Mirim	-5.633333	-35.433333	32668	1.43	RN
Caraúbas	-5.53	-37.303056	12462	1.59	RN
São Miguel	-5.466667	-35.366667	12838	1.33	RN
Afonso Bezerra	-5.498056	-36.509167	6947	1.23	RN
São Paulo do Potengi	-5.916667	-35.75	9334	1.45	RN
São Gonçalo do Amarante	-5.766667	-35.333333	10381	0.94	RN
Monte Alegre	-5.889722	-36.301389	6643	1.48	RN
Caicó	-6.45	-37.1	54935	2.15	RN
Natal	-5.783333	-35.216667	763057	3.3	RN
Acari	-6.516667	-36.633333	9159	1.19	RN
Goianinha	-6.266667	-35.2	13434	1.22	RN
Angicos	-5.666389	-36.600833	7729	1.43	RN
Santa Cruz	-6.216667	-36.016667	27776	1.93	RN
Parnamirim	-5.916667	-35.25	150347	1.74	RN
Macaíba	-5.716667	-35.55	40016	1.84	RN
Tangará	-6.183333	-35.816667	8067	1.2	RN
João Câmara	-5.533333	-35.8	19886	1.65	RN
Lagoa Nova	-6.1	-36.483333	5984	1.11	RN
Baraúna	-5.083333	-37.616667	14113	1.56	RN
Umarizal	-5.983333	-37.816667	8781	1.33	RN
Touros	-5.2	-35.466667	7662	1.42	RN
Jucurutu	-6.033333	-37.016667	11535	1.67	RN
Nísia Floresta	-6.066667	-35.133333	10115	1.11	RN
Mossoró	-5.191389	-37.344722	202010	2.95	RN
Brejinho	-6.183333	-35.35	7625	1.13	RN
Patu	-6.1	-37.633333	8842	1.33	RN
Areia Branca	-4.953889	-37.132222	18372	1.65	RN
Santo Antônio	-6.3	-35.45	12529	1.3	RN
Apodi	-5.65	-37.8	16757	1.89	RN
Nova Cruz	-6.466667	-35.433333	23166	1.78	RN
Severiano Melo	-5.766667	-37.95	2503	1.02	RN
Jardim do Seridó	-6.583333	-36.766667	9520	1.21	RN
Currais Novos	-6.25	-36.516667	35561	2.07	RN
Encruzilhada do Sul	-30.533333	-52.516667	17199	1.88	RS
São Pedro do Sul	-29.616667	-54.166667	12137	1.63	RS
Três de Maio	-27.783333	-54.233333	18278	1.57	RS
Marau	-28.45	-52.2	26860	1.66	RS
Passo Fundo	-28.266667	-52.4	179532	2.81	RS
Arroio do Meio	-29.4	-51.95	16331	0.9	RS
Júlio de Castilhos	-29.233333	-53.683333	16487	1.48	RS
Canela	-29.366667	-50.833333	33529	1.7	RS
Cachoeirinha	-29.95	-51.083333	121086	1.51	RS
Pelotas	-31.766667	-52.333333	320680	3.07	RS
Charqueadas	-29.966667	-51.633333	32076	1.76	RS
São Francisco de Paula	-29.45	-50.583333	13292	1.42	RS
Canguçu	-31.4	-52.683333	20134	1.86	RS
Campo Bom	-29.683333	-51.05	54762	1.25	RS
Tôrres	-29.35	-49.733333	32791	1.95	RS
Sapucaia	-29.833333	-51.15	130939	1.41	RS
Sobradinho	-29.4	-53.05	13397	1.64	RS
Guaíba	-30.111111	-51.316667	101026	1.66	RS
Santa Maria	-29.683333	-53.8	249224	3.11	RS
Encantado	-29.25	-51.883333	16637	1.43	RS
Sapiranga	-29.633333	-51	76053	1.61	RS
Ijuí	-28.383333	-53.916667	71203	2.54	RS
Viamão	-30.083333	-51.033333	285274	1.98	RS
Três Coroas	-29.533333	-50.8	21051	0.77	RS
Veranópolis	-28.95	-51.55	19862	1.51	RS
Três Passos	-27.45	-53.933333	17286	1.78	RS
Porto Alegre	-30.033333	-51.2	1372763	3.77	RS
Espumoso	-28.733333	-52.85	10340	1.43	RS
Caçapava do Sul	-30.5	-53.5	17522	1.66	RS
Ivoti	-29.6	-51.166667	18172	0.92	RS
Vacaria	-28.5	-50.933333	56766	2.23	RS
Dom Pedrito	-30.983333	-54.666667	36912	2.11	RS
Uruguaiana	-29.75	-57.083333	123482	3.06	RS
Santa Vitória do Palmar	-33.516667	-53.35	27776	2.2	RS
Ibirubá	-28.633333	-53.1	14180	1.74	RS
Tupanciretã	-29.083333	-53.85	17488	1.83	RS
Cruz Alta	-28.65	-53.6	65276	2.03	RS
Guaporé	-28.85	-51.9	20050	1.85	RS
Candelária	-29.666667	-52.8	15200	1.67	RS
Butiá	-30.116667	-51.966667	19494	1.68	RS
Flores da Cunha	-29.0287	-51.1822	20522	1.33	RS
Palmares do Sul	-30.266667	-50.516667	8393	1.49	RS
Tapes	-30.666667	-51.383333	18570	1.82	RS
Alegrete	-29.766667	-55.766667	77540	2.5	RS
São Leopoldo	-29.766667	-51.15	209233	1.61	RS
Palmeira das Missões	-27.916667	-53.283333	30954	2.04	RS
Capão da Canoa	-29.766667	-50.016667	35896	2.17	RS
Arroio Grande	-32.233333	-53.083333	16117	1.76	RS
Triunfo	-29.933333	-51.716667	14749	0.71	RS
Canoas	-29.933333	-51.183333	328297	1.77	RS
Caràzinho	-28.3	-52.8	59418	2	RS
Horizontina	-27.616667	-54.316667	14416	1.37	RS
Cachoeira do Sul	-30.033333	-52.9	74696	2.19	RS
Soledade	-28.833333	-52.5	24791	1.89	RS
Panambi	-28.3	-53.5	30408	1.81	RS
Bagé	-31.333333	-54.1	98943	2.72	RS
Itaqui	-29.133333	-56.55	34631	2.14	RS
São Gabriel	-30.333333	-54.316667	55435	2.29	RS
Farroupilha	-29.233333	-51.35	57651	1.65	RS
Caxias do Sul	-29.1689	-51.1785	381277	2.73	RS
Rolante	-29.666667	-50.566667	15594	1.45	RS
Getúlio Vargas	-27.833333	-52.266667	13695	1.39	RS
Santana do Livramento	-30.883333	-55.516667	89696	2.65	RS
Santo Ângelo	-28.3	-54.266667	64607	1.97	RS
Frederico Westphalen	-27.366667	-53.4	20896	1.87	RS
São Luiz Gonzaga	-28.4	-54.966667	31798	2.1	RS
Cêrro Largo	-28.15	-54.75	9548	1.52	RS
Sananduva	-27.95	-51.8	9601	1.38	RS
Teutônia	-29.433333	-51.8	21834	1.41	RS
Gravataí	-29.9426	-50.9933	238782	1.86	RS
Venâncio Aires	-29.6	-52.183333	40628	1.74	RS
Arroio dos Ratos	-30.083333	-51.716667	13405	1.17	RS
Novo Hamburgo	-29.683333	-51.133333	253846	2.11	RS
Santa Rosa	-27.866667	-54.483333	58958	2.07	RS
São Francisco de Assis	-29.55	-55.133333	14305	1.73	RS
Santo Augusto	-27.85	-53.783333	10305	1.65	RS
São Sebastião do Caí	-29.583333	-51.383333	19013	1.32	RS
Giruá	-28.033333	-54.35	12170	1.39	RS
Osório	-29.9	-50.266667	34628	1.46	RS
Tapejara	-28.066667	-52	14064	1.72	RS
São Sepé	-30.166667	-53.566667	19182	1.88	RS
Lajeado	-29.45	-51.966667	65408	2.14	RS
Lagoa Vermelha	-28.216667	-51.533333	24446	2.02	RS
Taquari	-29.8	-51.85	27108	1.66	RS
Parobé	-29.633333	-50.833333	48560	1.58	RS
Garibaldi	-29.25	-51.533333	30364	1.2	RS
Taquara	-29.65	-50.783333	48052	1.11	RS
Jaguarão	-32.566667	-53.383333	29613	2.36	RS
Estrêla	-28.1	-50.983333	24200	1.81	RS
Cidreira	-30.183333	-50.2	8965	1.35	RS
São Jerônimo	-29.966667	-51.716667	17057	1.08	RS
Gramado	-29.4	-50.9	26365	1.13	RS
São Borja	-28.65	-56	59614	2.45	RS
Portão	-29.7	-51.25	21051	1.12	RS
São Marcos	-28.966667	-51.066667	18591	1.28	RS
Camaquã	-30.85	-51.816667	53170	2.32	RS
Rio Grande	-32.033333	-52.083333	187842	2.2	RS
Dois Irmãos	-29.583333	-51.083333	28926	1.25	RS
Pinheiro Machado	-31.566667	-53.383333	11176	1.89	RS
Estância Velha	-29.65	-51.183333	40391	1.12	RS
Nova Prata	-28.783333	-51.6	17943	1.39	RS
Não-Me-Toque	-28.466667	-52.816667	12556	1.3	RS
Rio Pardo	-29.983333	-52.366667	26999	1.67	RS
Bento Gonçalves	-29.166667	-51.516667	90854	2.01	RS
Quaraí	-30.383333	-56.45	23229	2.14	RS
Santa Cruz do Sul	-29.716667	-52.433333	106115	2.62	RS
Ouro Fino	-28.983333	-52.816667	21076	1.72	RS
São Lourenço do Sul	-31.366667	-51.966667	25341	1.94	RS
Esteio	-29.85	-51.166667	84903	0.92	RS
Montenegro	-29.7	-51.466667	54058	1.88	RS
Rosário do Sul	-30.25	-54.916667	36722	2.07	RS
Igrejinha	-29.566667	-50.8	28680	1.14	RS
Nova Petrópolis	-29.366667	-51.133333	16050	1.43	RS
Sarandi	-27.933333	-52.916667	15159	1.67	RS
Tramandaí	-29.966667	-50.133333	34735	1.65	RS
Santiago	-29.183333	-54.883333	46612	2.36	RS
Erechim	-27.633333	-52.283333	96089	2.3	RS
Cacequi	-29.883333	-54.816667	12868	1.65	RS
Carlos Barbosa	-29.3	-51.5	19106	0.97	RS
Pimenta Bueno	-11.65	-61.2	25785	1.64	RO
Ariquemes	-9.933333	-63.066667	58102	2.54	RO
Ouro Prêto do Oeste	-10.666667	-62.3	26686	1.67	RO
Pôrto Velho	-8.766667	-63.9	306206	3.58	RO
Rodrigues Alves	-11.9	-65	3827	1.86	RO
Rolim de Moura	-13.083333	-62.266667	37953	2.55	RO
Presidente Médici	-11.283333	-61.916667	11923	1.7	RO
Guajará-Mirim	-10.8	-65.366667	34123	2.66	RO
Ji-Paraná	-10.833333	-61.966667	100128	2.95	RO
Cacoal	-11.5	-61.416667	55566	2.31	RO
Jaru	-10.433333	-62.45	28018	2.03	RO
Vilhena	-12.716667	-60.116667	63237	2.82	RO
Bonfim	3.083333	-59.95	5769	1.77	RR
Boa Vista	2.816667	-60.666667	235159	3.46	RR
São Miguel do Oeste	-26.75	-53.566667	27360	2.05	SC
Ibirama	-27.0546	-49.516	18360	1.47	SC
Morro da Fumaça	-28.666667	-49.2	13952	1.13	SC
Joinville	-26.3	-48.833333	461312	2.82	SC
Maravilha	-26.783333	-53.15	13865	1.62	SC
Três Barras	-26.1	-50.316667	14855	1.15	SC
Rio Negrinho	-26.239449	-49.499857	41915	1.4	SC
Jaraguá do Sul	-26.483333	-49.066667	130132	2.04	SC
Barra Velha	-26.6406	-48.6851	17665	1.27	SC
Curitibanos	-27.3	-50.6	32142	2.02	SC
Otacílio Costa	-27.566667	-50.116667	14557	1.58	SC
Gaspar	-26.933333	-48.966667	33659	1.27	SC
São Bento do Sul	-26.249722	-49.3825	77598	2.04	SC
Braço do Norte	-28.283333	-49.183333	22375	1.62	SC
Navegantes	-26.9	-48.65	47782	0.69	SC
Pôrto União	-26.25	-51.083333	28907	0.83	SC
Rio do Sul	-27.2181	-49.6436	51945	2.18	SC
Lages	-27.8	-50.316667	164679	2.79	SC
Florianópolis	-27.583333	-48.566667	412731	2.93	SC
Jaguaruna	-28.6	-49.033333	11650	1.08	SC
Araranguá	-28.933333	-49.483333	43445	1.78	SC
Itapema	-27.099167	-48.615	36766	1.37	SC
Lauro Müller	-28.4	-49.383333	10036	1.03	SC
Schroeder	-26.433333	-49.066667	15515	0.87	SC
Itajaí	-26.883333	-48.65	155719	2.22	SC
Videira	-27	-51.133333	42441	1.73	SC
Biguaçu	-27.5	-48.666667	51993	1.49	SC
Porto Belo	-27.1575	-48.539722	14722	1.1	SC
Blumenau	-26.9222	-49.0615	293955	2.56	SC
Laguna	-28.483333	-48.783333	39712	1.68	SC
São Lourenço do Oeste	-26.4	-52.766667	14872	1.43	SC
Orleans	-28.35	-49.3	16422	1.26	SC
Joaçaba	-27.166667	-51.5	23516	1.49	SC
Campos Novos	-27.4	-51.2	22563	1.77	SC
São Francisco do Sul	-26.233333	-48.65	36225	1.58	SC
Pomerode	-26.75	-49.183333	21898	1.35	SC
Ituporanga	-27.416667	-49.6	13038	1.39	SC
Sombrio	-29.116667	-49.666667	14864	1.49	SC
São Joaquim	-28.3	-49.933333	16250	1.91	SC
Criciúma	-28.666667	-49.383333	161957	2.71	SC
Santa Cecília	-26.933333	-50.45	15092	1.7	SC
Urussanga	-28.516667	-49.316667	10670	1.26	SC
Guaramirim	-26.45	-49	21422	1.08	SC
Camboriú	-26.983333	-48.633333	49101	1.37	SC
Tijucas	-27.241111	-48.631389	22482	1.35	SC
Imbituba	-28.233333	-48.666667	43450	1.97	SC
Timbó	-26.833333	-49.3	33766	1.27	SC
Tubarão	-28.5	-49.016667	67246	2.02	SC
São João Batista	-27.266667	-48.833333	14539	1.39	SC
Siderópolis	-28.583333	-49.433333	8536	1	SC
Capinzal	-27.333333	-51.6	23799	1.83	SC
São José	-27.633333	-48.65	203142	1.65	SC
Palhoça	-27.633333	-48.666667	122425	0.86	SC
Xanxerê	-26.883333	-52.383333	32958	1.97	SC
Correia Pinto	-27.583333	-50.4	13752	1.45	SC
Xaxim	-26.933333	-52.516667	21376	1.34	SC
Mafra	-26.1181	-49.8023	40081	1.82	SC
Araquari	-26.3692	-48.7221	35691	1.41	SC
