nome_geografico	latitude	longitude	sigla_categoria	nm_classe	sigla_unid_federacao
Conceição do Raimundo	-6.2126	-68.0992	LML	aglomerado_rural_isolado	AM
Tauariã	-5.58628	-63.9046	LML	aglomerado_rural_isolado	AM
Seringal Bom Destino	-9.69805	-67.527	LML	aglomerado_rural_isolado	AC
São José do Aumento	-3.68494	-66.147	LML	aglomerado_rural_isolado	AM
Comunidade Menino Jesus	-11.4978	-62.3572	LML	aglomerado_rural_isolado	RO
Seringal Transval	-8.31541	-70.7502	LML	aglomerado_rural_isolado	AC
Seringal Belo Monte	-8.63825	-70.9652	LML	aglomerado_rural_isolado	AC
Col. Bela Vista	-8.78099	-69.4364	LML	aglomerado_rural_isolado	AC
Seringal Arudá	-7.71724	-66.0508	LML	aglomerado_rural_isolado	AM
Boca do Rio Preto	-7.79376	-70.8455	LML	aglomerado_rural_isolado	AC
Col. Chora Menino	-10.6006	-68.2542	LML	aglomerado_rural_isolado	AC
Baianos	-6.29896	-62.23	LML	aglomerado_rural_isolado	AM
Cancã	-5.40547	-60.5829	LML	aglomerado_rural_isolado	AM
Seringal Havre	-7.75696	-71.4565	LML	aglomerado_rural_isolado	AC
Pirarara	-4.43059	-63.1909	LML	aglomerado_rural_isolado	AM
Seringal Monte Serrante	-10.2202	-62.1764	LML	aglomerado_rural_isolado	RO
Itangá	-5.75941	-67.8316	LML	aglomerado_rural_isolado	AM
Boa Frente	-5.55662	-60.3797	LML	aglomerado_rural_isolado	AM
Seringal Santana	-10.2281	-69.3734	LML	aglomerado_rural_isolado	AC
Uanaraca	-0.283851	-66.1538	LML	aglomerado_rural_isolado	AM
São José do Crato	-7.46881	-63.0283	LML	aglomerado_rural_isolado	AM
Bom Futuro	-6.26147	-62.2382	LML	aglomerado_rural_isolado	AM
Albert Sampaio	-10.0154	-67.7012	LML	aglomerado_rural_isolado	AC
Comunidade Santa Luzia	-11.4555	-62.3861	LML	aglomerado_rural_isolado	RO
Seringal Nova Olinda	-9.10156	-70.7154	LML	aglomerado_rural_isolado	AC
Seringal Santa Cecília	-8.95652	-69.3983	LML	aglomerado_rural_isolado	AC
Seringal Santa Cruz	-10.2276	-63.2257	LML	aglomerado_rural_isolado	RO
Laje da Onça	-8.11773	-60.0638	LML	aglomerado_rural_isolado	AM
Porto Antunes	-3.08074	-67.0579	LML	aglomerado_rural_isolado	AM
Colocação Timbaúba	-10.1955	-67.162	LML	aglomerado_rural_isolado	AC
Seringal Floresta	-8.36681	-65.4699	LML	aglomerado_rural_isolado	AM
Colocação Bom Destino	-9.96072	-68.6111	LML	aglomerado_rural_isolado	AC
Seringal Camargo	-8.21571	-65.564	LML	aglomerado_rural_isolado	AM
Vila Franciscana	-8.76989	-64.0768	LML	aglomerado_rural_isolado	RO
Seringal União	-8.50786	-71.4298	LML	aglomerado_rural_isolado	AC
Miriti	-6.6466	-62.3239	LML	aglomerado_rural_isolado	AM
Seringal Tamandaré	-8.28511	-70.7491	LML	aglomerado_rural_isolado	AC
Seringal Porto Alegre	-7.11754	-71.6677	LML	aglomerado_rural_isolado	AM
Colocação São José	-10.0408	-67.6331	LML	aglomerado_rural_isolado	AC
Seringal Nazaré	-7.65455	-66.7916	LML	aglomerado_rural_isolado	AM
Cariucanga	-4.92987	-62.9835	LML	aglomerado_rural_isolado	AM
Seringal Cidade	-6.8303	-64.5575	LML	aglomerado_rural_isolado	AM
Vencedor	-2.01698	-66.2315	LML	aglomerado_rural_isolado	AM
Comunidade Santa Mônica	-11.8249	-62.8505	LML	aglomerado_rural_isolado	RO
Foz do Breu	-9.41239	-72.7145	LML	aglomerado_rural_isolado	AC
Monte-Flor	-7.31634	-69.167	LML	aglomerado_rural_isolado	AM
Puca	-7.21664	-70.881	LML	aglomerado_rural_isolado	AM
Seringal Pacuja	-8.28096	-71.1117	LML	aglomerado_rural_isolado	AC
Seringal Cumaru	-8.3566	-70.4992	LML	aglomerado_rural_isolado	AC
Seringal Lusitânia	-7.67475	-66.1589	LML	aglomerado_rural_isolado	AM
Cacaio	-5.47799	-60.6098	LML	aglomerado_rural_isolado	AM
Monte Sião do Lago do Mamiá	-4.08781	-62.9654	LML	aglomerado_rural_isolado	AM
Seringal Agrião do Norte	-8.55532	-70.5545	LML	aglomerado_rural_isolado	AC
Terra Firme	-2.8929	-68.6137	LML	aglomerado_rural_isolado	AM
Seringal Natal	-8.74202	-68.9065	LML	aglomerado_rural_isolado	AM
Colocação Belo Monte	-10.4791	-68.7156	LML	aglomerado_rural_isolado	AC
Matamarudo Paraná do Miauá	-4.04609	-62.9191	LML	aglomerado_rural_isolado	AM
Vulcão	-3.11372	-67.9674	LML	aglomerado_rural_isolado	AM
Seringal Igualdade	-7.71396	-65.8526	LML	aglomerado_rural_isolado	AM
Seringal Amparo	-7.61324	-65.5059	LML	aglomerado_rural_isolado	AM
Bujussu	-2.11108	-66.4233	LML	aglomerado_rural_isolado	AM
Aljubarrota	-4.29628	-69.5369	LML	aglomerado_rural_isolado	AM
Boca do Carapanatuba	-6.75384	-62.5655	LML	aglomerado_rural_isolado	AM
Acampamento Peruano	-9.73159	-70.0328	LML	aglomerado_rural_isolado	AC
Dois de Julho	-7.39478	-68.1279	LML	aglomerado_rural_isolado	AM
Guariúba	-5.21835	-60.3928	LML	aglomerado_rural_isolado	AM
Gaivotas	-5.6186	-63.4118	LML	aglomerado_rural_isolado	AM
Cachinauá	-6.74599	-70.1164	LML	aglomerado_rural_isolado	AM
Seringal Itauba	-8.78223	-69.1032	LML	aglomerado_rural_isolado	AC
Cassiã	-5.90801	-64.515	LML	aglomerado_rural_isolado	AM
Col. Bela Vista	-8.81444	-69.3705	LML	aglomerado_rural_isolado	AC
Muriti	-2.09758	-66.3883	LML	aglomerado_rural_isolado	AM
Santa Eulália	-4.51703	-66.5882	LML	aglomerado_rural_isolado	AM
Belém do Solimões	-4.00706	-69.4859	LML	aglomerado_rural_isolado	AM
Praia do Buraco	-7.30494	-64.9734	LML	aglomerado_rural_isolado	AM
Seringal Três Praias	-8.80344	-66.0902	LML	aglomerado_rural_isolado	AM
Seringal Trombeto	-7.41378	-65.2113	LML	aglomerado_rural_isolado	AM
Foz do Gregório	-6.80945	-70.6585	LML	aglomerado_rural_isolado	AM
Tauaru	-4.1409	-69.425	LML	aglomerado_rural_isolado	AM
Agrovila Um	-11.2657	-62.0128	LML	aglomerado_rural_isolado	RO
Seringal Alegria	-9.63099	-71.9075	LML	aglomerado_rural_isolado	AC
Uxi	-4.43294	-62.3022	LML	aglomerado_rural_isolado	AM
Castanhal Puruzinho	-7.3844	-62.9984	LML	aglomerado_rural_isolado	AM
Col. Vanderley	-8.77759	-69.3116	LML	aglomerado_rural_isolado	AC
Luiz	-1.9892	-66.0992	LML	aglomerado_rural_isolado	AM
Santa Maria do Belém	-5.90635	-61.698	LML	aglomerado_rural_isolado	AM
Tonu	1.44881	-67.2073	LML	aglomerado_rural_isolado	AM
Voltinhas	-7.5394	-72.5754	LML	aglomerado_rural_isolado	AM
Monte Cristo	-2.39756	-66.2303	LML	aglomerado_rural_isolado	AM
Seringal Tamacuro	-7.58167	-66.472	LML	aglomerado_rural_isolado	AM
Seringal Santo Amaro	-8.40275	-70.8054	LML	aglomerado_rural_isolado	AC
Seringal Seci	-9.31174	-71.7159	LML	aglomerado_rural_isolado	AC
Seringal Aliança	-8.8633	-70.5786	LML	aglomerado_rural_isolado	AC
Seringal Mapiá	-8.45571	-67.4361	LML	aglomerado_rural_isolado	AM
Reconquista	-6.92862	-71.1912	LML	aglomerado_rural_isolado	AM
Jadibaru	-6.43448	-64.2842	LML	aglomerado_rural_isolado	AM
Novo Destino	-8.19367	-70.8135	LML	aglomerado_rural_isolado	AC
Seringal Canadá	-8.86803	-70.596	LML	aglomerado_rural_isolado	AC
Retiro do Castanhal	-6.50331	-62.3189	LML	aglomerado_rural_isolado	AM
Comunidade Santo André	-13.0125	-60.35	LML	aglomerado_rural_isolado	RO
Seringal Fortaleza	-7.57686	-65.3804	LML	aglomerado_rural_isolado	AM
Marmelos	-6.08238	-61.7526	LML	aglomerado_rural_isolado	AM
Pato	-3.83194	-66.3406	LML	aglomerado_rural_isolado	AM
Seringal Riozinho	-9.37247	-68.7265	LML	aglomerado_rural_isolado	AC
Comunidade 100	-12.4171	-62.1422	LML	aglomerado_rural_isolado	RO
Pau Mulato	-8.44288	-71.3275	LML	aglomerado_rural_isolado	AC
Colocação Moraes	-10.0558	-68.3368	LML	aglomerado_rural_isolado	AC
Seringal Gameleira	-7.71502	-67.1237	LML	aglomerado_rural_isolado	AM
Dalva	-7.34333	-71.0216	LML	aglomerado_rural_isolado	AM
Meriti	-6.70701	-70.0704	LML	aglomerado_rural_isolado	AM
Praia do Pesqueiro	-6.58265	-69.4252	LML	aglomerado_rural_isolado	AM
Colocação Surubim	-10.2748	-64.1946	LML	aglomerado_rural_isolado	RO
Colocação São João	-10.5591	-69.389	LML	aglomerado_rural_isolado	AC
Col. do Recante	-9.5679	-68.3393	LML	aglomerado_rural_isolado	AC
Cajubim	-6.65944	-60.4561	LML	aglomerado_rural_isolado	AM
Colocação Fonte Boa	-10.5642	-68.2403	LML	aglomerado_rural_isolado	AC
Santo Antônio do Amaciã	-5.55896	-64.248	LML	aglomerado_rural_isolado	AM
Muriá	-2.7757	-67.6598	LML	aglomerado_rural_isolado	AM
Miriti	-4.30794	-63.0973	LML	aglomerado_rural_isolado	AM
Melancia	-4.29276	-60.1795	LML	aglomerado_rural_isolado	AM
Vila Remanso	-4.90628	-60.1823	LML	aglomerado_rural_isolado	AM
Seringal São Benedito	-9.65968	-69.7904	LML	aglomerado_rural_isolado	AC
Seringal Repartição	-8.42958	-71.1556	LML	aglomerado_rural_isolado	AC
Seringal Manacari II	-3.32774	-68.2492	LML	aglomerado_rural_isolado	AM
Comunidade 15 de Novembro	-11.4109	-61.1554	LML	aglomerado_rural_isolado	RO
Seringal Aracaju	-9.10699	-69.7312	LML	aglomerado_rural_isolado	AC
Comunidade Novo Amparo	-9.08055	-68.4411	LML	aglomerado_rural_isolado	AM
Carará	-6.74706	-62.4975	LML	aglomerado_rural_isolado	AM
Uati	-5.11334	-67.1319	LML	aglomerado_rural_isolado	AM
Porto Afonso	-2.73806	-66.7395	LML	aglomerado_rural_isolado	AM
Vencedor	-2.10173	-66.452	LML	aglomerado_rural_isolado	AM
Colocação São José	-10.0529	-68.0218	LML	aglomerado_rural_isolado	AC
Transvaal	-9.74813	-72.0719	LML	aglomerado_rural_isolado	AC
Seringal São José	-6.83174	-64.607	LML	aglomerado_rural_isolado	AM
Comunidade São Sebastião	-11.3493	-61.4445	LML	aglomerado_rural_isolado	RO
Seringal Maranhão	-9.04965	-71.9432	LML	aglomerado_rural_isolado	AC
Seringal Torrões	-7.91446	-67.2228	LML	aglomerado_rural_isolado	AM
Seringal São João do Iracema	-10.5539	-68.1889	LML	aglomerado_rural_isolado	AC
Santa Penha	-8.74082	-68.9849	LML	aglomerado_rural_isolado	AM
Col. São João	-8.78613	-69.3109	LML	aglomerado_rural_isolado	AC
Seringal Boca do Lago	-10.6057	-68.2563	LML	aglomerado_rural_isolado	AC
Porto Evandro	-4.85795	-65.3543	LML	aglomerado_rural_isolado	AM
Batelão	-4.44805	-63.1732	LML	aglomerado_rural_isolado	AM
Col. Sinésio	-8.86224	-69.341	LML	aglomerado_rural_isolado	AC
Pupunheira	-7.44484	-67.7074	LML	aglomerado_rural_isolado	AM
Caviana	-7.87388	-69.1761	LML	aglomerado_rural_isolado	AM
Morcegueira	-8.81994	-60.8501	LML	aglomerado_rural_isolado	MT
Seringal Humaitá	-9.74314	-67.5725	LML	aglomerado_rural_isolado	AC
Timbo	-4.2469	-63.0323	LML	aglomerado_rural_isolado	AM
Tucana	0.105423	-67.446	LML	aglomerado_rural_isolado	AM
Colocação Cachoeira	-7.03911	-64.2884	LML	aglomerado_rural_isolado	AM
Seringal Oriente	-9.29433	-67.8548	LML	aglomerado_rural_isolado	AM
Seringal Campanário	-10.5034	-69.3608	LML	aglomerado_rural_isolado	AC
Seringal Boa Hora	-8.40111	-67.3311	LML	aglomerado_rural_isolado	AM
Seringal	-7.4156	-64.732	LML	aglomerado_rural_isolado	AM
Seringal Pacoval	-7.6019	-66.2599	LML	aglomerado_rural_isolado	AM
Paraíso das Acácias	-8.78358	-63.6048	LML	aglomerado_rural_isolado	RO
Camisa Preta	-3.39947	-68.6266	LML	aglomerado_rural_isolado	AM
Europa	-7.68011	-69.1546	LML	aglomerado_rural_isolado	AM
Idílio	-5.0122	-66.8952	LML	aglomerado_rural_isolado	AM
Seringal São Luís	-12.0062	-62.4899	LML	aglomerado_rural_isolado	RO
Campo Lima	-9.28551	-64.5846	LML	aglomerado_rural_isolado	RO
Taraquá	0.131661	-68.545	LML	aglomerado_rural_isolado	AM
Seringal	-6.50541	-62.9099	LML	aglomerado_rural_isolado	AM
Samaúma	-5.64214	-67.7281	LML	aglomerado_rural_isolado	AM
Col. Terra Alta	-8.78077	-69.309	LML	aglomerado_rural_isolado	AC
Col. São Francisco	-8.81321	-69.2769	LML	aglomerado_rural_isolado	AC
Gaivota	-6.61148	-69.354	LML	aglomerado_rural_isolado	AM
Praia Alta	-8.08629	-65.2787	LML	aglomerado_rural_isolado	AM
Comunidade São José	-11.287	-61.3726	LML	aglomerado_rural_isolado	RO
Seringal Santa Tereza	-9.09923	-68.3838	LML	aglomerado_rural_isolado	AM
Seringal Cachoeira do Hilário	-7.6796	-65.9874	LML	aglomerado_rural_isolado	AM
Monte Cristo	-7.8421	-69.5097	LML	aglomerado_rural_isolado	AM
Seringal Volta Grande	-7.89061	-67.1614	LML	aglomerado_rural_isolado	AM
Col. Campinas	-10.6094	-68.382	LML	aglomerado_rural_isolado	AC
Col. Bem-te-Vi	-8.80552	-69.3072	LML	aglomerado_rural_isolado	AC
Sumaúma	-7.92316	-60.1891	LML	aglomerado_rural_isolado	AM
Seringal Vera Cruz	-8.10077	-67.245	LML	aglomerado_rural_isolado	AM
Boca do Capanã	-5.84625	-61.7109	LML	aglomerado_rural_isolado	AM
Aruti	-0.292976	-66.0492	LML	aglomerado_rural_isolado	AM
Monte Zumba	-6.46576	-68.7897	LML	aglomerado_rural_isolado	AM
Jamanacari	-2.98576	-69.0331	LML	aglomerado_rural_isolado	AM
Colocação Vertente	-9.9748	-67.207	LML	aglomerado_rural_isolado	AC
Seringal Maracaju	-8.53001	-69.9899	LML	aglomerado_rural_isolado	AC
Tuparrã	-6.03178	-64.7657	LML	aglomerado_rural_isolado	AM
Comunidade São João Batista	-11.3231	-61.6257	LML	aglomerado_rural_isolado	RO
Seringal Capira	-8.08152	-67.2779	LML	aglomerado_rural_isolado	AM
Roladeira	-6.98728	-70.7171	LML	aglomerado_rural_isolado	AM
Santa Laura	-6.19417	-61.8262	LML	aglomerado_rural_isolado	AM
Vila Monteiro	-4.30171	-63.4261	LML	aglomerado_rural_isolado	AM
Comunidade Santo Antônio	-9.74019	-66.1715	LML	aglomerado_rural_isolado	RO
Col. J. Borges	-8.76029	-69.2671	LML	aglomerado_rural_isolado	AC
Taruá	-7.22384	-64.7271	LML	aglomerado_rural_isolado	AM
Nova Samuel	-8.65561	-63.4146	LML	aglomerado_rural_isolado	RO
Ucará	0.587408	-67.8096	LML	aglomerado_rural_isolado	AM
Canamari	-7.5837	-72.6006	LML	aglomerado_rural_isolado	AC
Bela Brisa	-6.86355	-62.651	LML	aglomerado_rural_isolado	AM
Hugo Carneiro	-9.70249	-69.8054	LML	aglomerado_rural_isolado	AC
Seringal Primavera	-8.69536	-71.6549	LML	aglomerado_rural_isolado	AC
Col. Nossa Senhora de Lourdes	-10.6488	-68.4351	LML	aglomerado_rural_isolado	AC
Seringal Fortaleza	-8.81968	-67.3732	LML	aglomerado_rural_isolado	AM
Pompunhas	-5.34117	-62.9302	LML	aglomerado_rural_isolado	AM
Alto São Luís	-13.3742	-60.416	LML	aglomerado_rural_isolado	RO
IAAMO	-11.032	-62.7444	LML	aglomerado_rural_isolado	RO
Seringal Castanheira	-7.65841	-67.2298	LML	aglomerado_rural_isolado	AM
Ipeçu	-6.49667	-64.2982	LML	aglomerado_rural_isolado	AM
Comunidade São Pedro	-11.0825	-61.4743	LML	aglomerado_rural_isolado	RO
Colocação Jurupari	-8.91937	-70.4362	LML	aglomerado_rural_isolado	AC
Comunidade Velho Júlio	-7.16768	-72.799	LML	aglomerado_rural_isolado	AM
Seringal América	-8.38045	-71.2791	LML	aglomerado_rural_isolado	AC
Seringal Tocantins	-8.07466	-71.1759	LML	aglomerado_rural_isolado	AC
Seringal Tararé	-9.5607	-62.0489	LML	aglomerado_rural_isolado	RO
Reforma	-8.45765	-72.8285	LML	aglomerado_rural_isolado	AC
Seringal Apuí	-8.96344	-67.3321	LML	aglomerado_rural_isolado	AM
Itapinima	-5.41425	-60.7284	LML	aglomerado_rural_isolado	AM
Pariri	-6.7912	-62.5794	LML	aglomerado_rural_isolado	AM
Pedras Negras	-12.851	-62.9008	LML	aglomerado_rural_isolado	RO
Seringal Urupy	-11.1247	-62.2753	LML	aglomerado_rural_isolado	RO
Auxiliadora	-6.24781	-61.8377	LML	aglomerado_rural_isolado	AM
Sacambu	-4.13152	-69.4704	LML	aglomerado_rural_isolado	AM
Perdido	-4.32883	-63.9721	LML	aglomerado_rural_isolado	AM
Camanaus	-0.140036	-66.9338	LML	aglomerado_rural_isolado	AM
Comunidade São Sebastião	-11.1076	-62.3022	LML	aglomerado_rural_isolado	RO
Seringal Tamandaré	-8.59738	-71.5271	LML	aglomerado_rural_isolado	AC
Seringal Santa Helena	-9.14591	-70.2012	LML	aglomerado_rural_isolado	AC
Canamã	-6.23765	-68.1389	LML	aglomerado_rural_isolado	AM
Cochinua	-6.72569	-70.1689	LML	aglomerado_rural_isolado	AM
Vila Ebesa	-9.80422	-63.5267	LML	aglomerado_rural_isolado	RO
Brawco	-2.60167	-67.2085	LML	aglomerado_rural_isolado	AM
Manariã	-5.47912	-67.4801	LML	aglomerado_rural_isolado	AM
Acanauae	-1.82247	-66.6005	LML	aglomerado_rural_isolado	AM
Vila de Japim	-9.3653	-62.9228	LML	aglomerado_rural_isolado	RO
Novo Regresso	-3.07398	-68.0677	LML	aglomerado_rural_isolado	AM
Colocação São José	-10.6174	-68.4	LML	aglomerado_rural_isolado	AC
Pirarucu	-4.09981	-61.0387	LML	aglomerado_rural_isolado	AM
Seringal Felicidade	-8.90601	-66.6242	LML	aglomerado_rural_isolado	AM
Seringal São Miguel	-8.31281	-67.3858	LML	aglomerado_rural_isolado	AM
Seringal Mucuripe	-8.449	-71.3461	LML	aglomerado_rural_isolado	AC
Boca do Majuriá	-7.64408	-65.0047	LML	aglomerado_rural_isolado	AM
Seringal Amapá	-10.0395	-68.3655	LML	aglomerado_rural_isolado	AC
Boca do Ciriquiqui	-8.06876	-65.2869	LML	aglomerado_rural_isolado	AM
Ricardo Franco	-12.016	-64.8266	LML	aglomerado_rural_isolado	RO
Seringal Deus nos Livre	-9.06165	-69.5916	LML	aglomerado_rural_isolado	AC
Seringal Santo Elias	-8.3745	-67.3669	LML	aglomerado_rural_isolado	AM
Seringal Volta do Curuquetê	-8.30261	-65.6695	LML	aglomerado_rural_isolado	AM
Seringal Apuazinho	-8.288	-65.6749	LML	aglomerado_rural_isolado	AM
Mirari	-7.73653	-62.9559	LML	aglomerado_rural_isolado	AM
Tabocal	0.806167	-67.251	LML	aglomerado_rural_isolado	AM
União Bandeirantes	-9.71134	-64.5327	LML	aglomerado_rural_isolado	RO
Canacuri	-7.64192	-68.8083	LML	aglomerado_rural_isolado	AM
Seringal Mariapé	-10.9636	-62.0632	LML	aglomerado_rural_isolado	RO
Beneficiente	-7.08518	-60.7669	LML	aglomerado_rural_isolado	AM
Araçazinho	-5.19237	-60.389	LML	aglomerado_rural_isolado	AM
Urutubinhas	-2.54793	-67.2018	LML	aglomerado_rural_isolado	AM
Atravessado	-4.08617	-62.307	LML	aglomerado_rural_isolado	AM
Três Bocas	-7.29027	-69.915	LML	aglomerado_rural_isolado	AM
Seringal Guajaraã	-7.69832	-66.888	LML	aglomerado_rural_isolado	AM
Frechal	-4.32338	-60.1608	LML	aglomerado_rural_isolado	AM
Seringal Timorim	-8.37811	-71.0702	LML	aglomerado_rural_isolado	AC
Andirobal II	-2.97321	-69.0799	LML	aglomerado_rural_isolado	AM
Defumador	-9.0493	-61.5827	LML	aglomerado_rural_isolado	RO
Terra Vermelha do Lago do Mamiá	-4.09862	-62.9677	LML	aglomerado_rural_isolado	AM
Patuá	-4.08957	-63.272	LML	aglomerado_rural_isolado	AM
Amaciã	-5.60767	-64.2266	LML	aglomerado_rural_isolado	AM
Moan	-4.06813	-63.2308	LML	aglomerado_rural_isolado	AM
Col. Elizabet	-10.6318	-68.403	LML	aglomerado_rural_isolado	AC
Sucurirrã	-8.58185	-68.4428	LML	aglomerado_rural_isolado	AM
Vila Sales	-4.05775	-63.4398	LML	aglomerado_rural_isolado	AM
Dido	-6.71624	-69.9055	LML	aglomerado_rural_isolado	AM
Seringal São Leopoldo	-8.51015	-67.4187	LML	aglomerado_rural_isolado	AM
Seringal Duas Nações	-9.13796	-71.9462	LML	aglomerado_rural_isolado	AC
Breuzinho	-3.52977	-66.3295	LML	aglomerado_rural_isolado	AM
Miritizal	-7.63962	-72.661	LML	aglomerado_rural_isolado	AC
Cibira	-7.51182	-68.6819	LML	aglomerado_rural_isolado	AM
Seringal Bom Sucesso	-8.51083	-70.5249	LML	aglomerado_rural_isolado	AC
Seringal Jaci	-7.97494	-64.2295	LML	aglomerado_rural_isolado	AM
Seringal América	-7.65679	-65.5848	LML	aglomerado_rural_isolado	AM
Santo Antônio do Atininga	-5.58914	-60.9432	LML	aglomerado_rural_isolado	AM
Inambé	-2.152	-66.5534	LML	aglomerado_rural_isolado	AM
Col. São Raimundo	-8.824	-69.2771	LML	aglomerado_rural_isolado	AC
Boca do Ituí	-4.64666	-70.2692	LML	aglomerado_rural_isolado	AM
Seringal Cardoso	-8.46416	-70.8638	LML	aglomerado_rural_isolado	AC
Praia da Gaivota	-6.74668	-69.9106	LML	aglomerado_rural_isolado	AM
Tupana	-4.18061	-60.804	LML	aglomerado_rural_isolado	AM
Seringal Santana	-8.61181	-70.5373	LML	aglomerado_rural_isolado	AC
Seringal São Bento	-7.53925	-65.3451	LML	aglomerado_rural_isolado	AM
Colocação Emília	-7.22304	-64.2288	LML	aglomerado_rural_isolado	AM
Tibiã	-4.16857	-63.3278	LML	aglomerado_rural_isolado	AM
Seringal Boca do Rio	-7.53859	-65.4206	LML	aglomerado_rural_isolado	AM
Comunidade Bananal	-3.95761	-69.4268	LML	aglomerado_rural_isolado	AM
Ilusão	-7.96004	-69.5535	LML	aglomerado_rural_isolado	AM
Seringal Santa Maria	-6.8991	-64.6596	LML	aglomerado_rural_isolado	AM
Seringal Palestina	-7.51609	-64.0611	LML	aglomerado_rural_isolado	AM
Colocação Laranja	-10.1128	-68.3976	LML	aglomerado_rural_isolado	AC
Tambaqui	-6.73878	-70.2576	LML	aglomerado_rural_isolado	AM
Comunidade Mara	-9.0766	-68.4096	LML	aglomerado_rural_isolado	AM
Seringal Riachuelo	-8.55276	-70.5457	LML	aglomerado_rural_isolado	AC
Camurcim	-8.99099	-71.5831	LML	aglomerado_rural_isolado	AC
Seringal São Francisco	-8.97124	-70.8665	LML	aglomerado_rural_isolado	AC
Seringal Boa Esperança	-7.64801	-62.8941	LML	aglomerado_rural_isolado	AM
Boana	-7.26875	-68.5721	LML	aglomerado_rural_isolado	AM
Capimpuba	-5.68545	-60.3072	LML	aglomerado_rural_isolado	AM
Patoá	-8.02618	-65.1996	LML	aglomerado_rural_isolado	AM
Seringal Monte Escuro	-7.70848	-67.1829	LML	aglomerado_rural_isolado	AM
Seringal Florescência	-9.68513	-68.7783	LML	aglomerado_rural_isolado	AC
Seringal Abraão	-9.02778	-63.3011	LML	aglomerado_rural_isolado	RO
Seringal Boa Fé	-7.24557	-72.3426	LML	aglomerado_rural_isolado	AM
Seringal Carolina	-9.32715	-70.3678	LML	aglomerado_rural_isolado	AC
Sempre Viva	-5.65445	-61.2769	LML	aglomerado_rural_isolado	AM
Rodolfo	-5.50927	-60.4897	LML	aglomerado_rural_isolado	AM
Piraiauara	-4.59344	-62.076	LML	aglomerado_rural_isolado	AM
Col. Rubens	-8.82985	-69.2686	LML	aglomerado_rural_isolado	AC
Constância dos Bastos	-6.19737	-62.197	LML	aglomerado_rural_isolado	AM
Jamari	-4.37249	-62.0881	LML	aglomerado_rural_isolado	AM
Gengroso	-7.25347	-72.5367	LML	aglomerado_rural_isolado	AM
Walter Bury	-6.46872	-68.44	LML	aglomerado_rural_isolado	AM
Camurcim	-9.35443	-71.0475	LML	aglomerado_rural_isolado	AC
Boca do Mutum	-4.66152	-68.1377	LML	aglomerado_rural_isolado	AM
Cicantan	-4.3162	-60.1948	LML	aglomerado_rural_isolado	AM
Seringal Sepatini Velho	-7.52192	-65.4084	LML	aglomerado_rural_isolado	AM
Colocação Cumaru	-10.0504	-68.1544	LML	aglomerado_rural_isolado	AC
Seringal São Bráz	-6.95139	-64.5797	LML	aglomerado_rural_isolado	AM
Marajá	-4.03194	-63.3563	LML	aglomerado_rural_isolado	AM
Buiussu	-2.46281	-66.971	LML	aglomerado_rural_isolado	AM
Tambaqui	-4.10629	-62.3665	LML	aglomerado_rural_isolado	AM
Igarapé da Roça	-4.92026	-66.9068	LML	aglomerado_rural_isolado	AM
Pedral de Nazaré	-0.46027	-66.4717	LML	aglomerado_rural_isolado	AM
União do Cabaja	-10.342	-63.6577	LML	aglomerado_rural_isolado	RO
Seringal Cocameira	-8.36867	-71.2765	LML	aglomerado_rural_isolado	AC
Três Poderes	-4.13126	-60.9218	LML	aglomerado_rural_isolado	AM
Poço da Cobra	-9.96488	-67.7554	LML	aglomerado_rural_isolado	AC
Volta do Jureném	-8.77456	-65.8929	LML	aglomerado_rural_isolado	AM
Seringal Macureném	-8.83894	-66.488	LML	aglomerado_rural_isolado	AM
Piranha	-4.37426	-63.1185	LML	aglomerado_rural_isolado	AM
Silêncio	-8.83924	-68.6871	LML	aglomerado_rural_isolado	AM
Seringal Cachoeira	-10.0478	-68.285	LML	aglomerado_rural_isolado	AC
Seringal Oriente	-9.50407	-71.8737	LML	aglomerado_rural_isolado	AC
Seringal Jurucuá	-7.31411	-65.1433	LML	aglomerado_rural_isolado	AM
Seringal Porongaba	-7.6056	-66.3214	LML	aglomerado_rural_isolado	AM
Parintintim ou Acari	-8.02732	-60.4495	LML	aglomerado_rural_isolado	AM
Seringal Santo Antônio	-7.07142	-64.7884	LML	aglomerado_rural_isolado	AM
Seringal Nova Colônia	-6.63347	-64.5022	LML	aglomerado_rural_isolado	AM
Bacural	-6.70718	-70.1659	LML	aglomerado_rural_isolado	AM
Ancori	-5.60572	-63.2418	LML	aglomerado_rural_isolado	AM
Lucai	-0.200851	-66.7986	LML	aglomerado_rural_isolado	AM
Comunidade Rainha da Paz	-11.2015	-61.8298	LML	aglomerado_rural_isolado	RO
Seringal Bom Jesus	-9.05093	-68.2899	LML	aglomerado_rural_isolado	AM
Seringal Atalaia	-7.43823	-71.0959	LML	aglomerado_rural_isolado	AM
Seringal São Bernardo	-8.21498	-67.3044	LML	aglomerado_rural_isolado	AM
Seringal Peixe-Boi	-7.25525	-64.2341	LML	aglomerado_rural_isolado	AM
Volta-da-Onça	-6.95349	-69.7698	LML	aglomerado_rural_isolado	AM
Comunidade São Mateus	-11.4488	-61.1079	LML	aglomerado_rural_isolado	RO
Seringal Triunfo	-9.11137	-70.0422	LML	aglomerado_rural_isolado	AC
Boca do Acará	-6.22811	-62.2412	LML	aglomerado_rural_isolado	AM
