nome_geografico	latitude	longitude	sigla_categoria	nm_classe	sigla_unid_federacao
Tanque Novo	-8.16943	-42.0154	LML	aglomerado_rural_isolado	PI
Tanque Novo	-14.6871	-41.9744	LML	aglomerado_rural_isolado	BA
Tanquinho	-11.4467	-39.4222	LML	aglomerado_rural_isolado	BA
Tanquinho	-11.4016	-41.8896	LML	aglomerado_rural_isolado	BA
Tapera	-9.63092	-36.3248	LML	aglomerado_rural_isolado	AL
Tapera	-11.9222	-43.2925	LML	aglomerado_rural_isolado	BA
Tapera	-18.4529	-43.2413	LML	aglomerado_rural_isolado	MG
Tapera	-10.9248	-38.535	LML	aglomerado_rural_isolado	BA
Tapera	-0.190993	-64.0763	LML	aglomerado_rural_isolado	AM
Tapera	-10.9504	-37.3904	LML	aglomerado_rural_isolado	SE
Tapera	-10.2098	-36.6269	LML	aglomerado_rural_isolado	AL
Tapera	-6.30199	-42.857	LML	aglomerado_rural_isolado	MA
Tapera	-1.32526	-62.174	LML	aglomerado_rural_isolado	AM
Tapera	-12.3269	-38.9425	LML	aglomerado_rural_isolado	BA
Tapera	-0.575238	-65.0826	LML	aglomerado_rural_isolado	AM
Tapera	-19.5136	-44.4873	LML	aglomerado_rural_isolado	MG
Tapira	-4.82169	-62.5374	LML	aglomerado_rural_isolado	AM
Tapuia	-9.18118	-35.6335	LML	aglomerado_rural_isolado	AL
Tapuio	-4.43431	-37.9286	LML	aglomerado_rural_isolado	CE
Tapuio	-2.73186	-42.8072	LML	aglomerado_rural_isolado	MA
Taquara	-3.15071	-55.1551	LML	aglomerado_rural_isolado	PA
Taquara	-10.9807	-38.0475	LML	aglomerado_rural_isolado	SE
Taquari	-8.94784	-36.3846	LML	aglomerado_rural_isolado	PE
Taquari	-17.6545	-39.4337	LML	aglomerado_rural_isolado	BA
Taquari	-21.3869	-50.4098	LML	aglomerado_rural_isolado	SP
Taquari	-16.8532	-43.748	LML	aglomerado_rural_isolado	MG
Taquari	-23.0399	-45.8664	LML	aglomerado_rural_isolado	SP
Taquaruçu	-20.3669	-43.9764	LML	aglomerado_rural_isolado	MG
Tartaruga	-8.33124	-51.2522	LML	aglomerado_rural_isolado	PA
Tartaruga	-5.86962	-64.4424	LML	aglomerado_rural_isolado	AM
Tauá	-17.9702	-46.2029	LML	aglomerado_rural_isolado	MG
Tauá	-10.6638	-37.5656	LML	aglomerado_rural_isolado	SE
Tauari	-3.08836	-55.1241	LML	aglomerado_rural_isolado	PA
Tauari	-1.18662	-48.3165	LML	aglomerado_rural_isolado	PA
Tauari	-0.314397	-63.8508	LML	aglomerado_rural_isolado	AM
Tauari	-1.55179	-55.1658	LML	aglomerado_rural_isolado	PA
Tauari	-0.664945	-51.2689	LML	aglomerado_rural_isolado	PA
Tauari	-1.91795	-46.9807	LML	aglomerado_rural_isolado	PA
Tavares	-6.81336	-34.9594	LML	aglomerado_rural_isolado	PB
Tejuco	-20.1204	-44.1622	LML	aglomerado_rural_isolado	MG
Tejuco	-19.0149	-46.8602	LML	aglomerado_rural_isolado	MG
Terezinha	0.88309	-52.0164	LML	aglomerado_rural_isolado	AP
Terra Boa	-12.9673	-40.7185	LML	aglomerado_rural_isolado	BA
Terra de Areia	-3.76378	-44.7039	LML	aglomerado_rural_isolado	MA
Terra Nova	-9.1554	-37.8469	LML	aglomerado_rural_isolado	AL
Terra Nova	-0.544331	-65.0629	LML	aglomerado_rural_isolado	AM
Terra Nova	-9.70529	-36.5123	LML	aglomerado_rural_isolado	AL
Terra Nova	-5.56362	-67.6948	LML	aglomerado_rural_isolado	AM
Terra Nova	-9.97764	-36.5834	LML	aglomerado_rural_isolado	AL
Terra Nova	-3.04047	-67.9042	LML	aglomerado_rural_isolado	AM
Terra Preta	-5.80169	-60.2611	LML	aglomerado_rural_isolado	AM
Terra Preta	-2.49579	-56.4454	LML	aglomerado_rural_isolado	AM
Terra Preta	-4.49123	-60.3101	LML	aglomerado_rural_isolado	AM
Terra Preta	-4.48245	-60.3244	LML	aglomerado_rural_isolado	AM
Terra Preta	-5.35904	-60.4449	LML	aglomerado_rural_isolado	AM
Terra Preta	-5.26291	-60.2541	LML	aglomerado_rural_isolado	AM
Terra Preta	-0.866685	-61.936	LML	aglomerado_rural_isolado	RR
Terra Preta	-7.34349	-60.6502	LML	aglomerado_rural_isolado	AM
Terra Preta	-3.09051	-54.9628	LML	aglomerado_rural_isolado	PA
Terra Preta	-5.99163	-61.8351	LML	aglomerado_rural_isolado	AM
Terra Preta	-6.21827	-59.1127	LML	aglomerado_rural_isolado	AM
Terra Preta	-6.31326	-57.7895	LML	aglomerado_rural_isolado	PA
Terra Preta	-4.18088	-60.2647	LML	aglomerado_rural_isolado	AM
Terra Preta	-0.55275	-65.3942	LML	aglomerado_rural_isolado	AM
Timbaúba	-8.05098	-72.7847	LML	aglomerado_rural_isolado	AC
Timbaúba	-6.46698	-37.7399	LML	aglomerado_rural_isolado	PB
Timbó	-9.18992	-36.1304	LML	aglomerado_rural_isolado	AL
Timbó	-10.5218	-36.6951	LML	aglomerado_rural_isolado	SE
Timbó	-6.08748	-35.157	LML	aglomerado_rural_isolado	RN
Timorante	-4.09824	-45.2788	LML	aglomerado_rural_isolado	MA
Timorante	-15.9377	-40.5068	LML	aglomerado_rural_isolado	MG
Castelo	-5.20162	-42.9389	LML	aglomerado_rural_isolado	MA
Timóteo	-10.3194	-37.9402	LML	aglomerado_rural_isolado	BA
Tipiti	-4.38499	-60.1328	LML	aglomerado_rural_isolado	AM
Tiradentes	-1.74248	-55.519	LML	aglomerado_rural_isolado	PA
Tiradentes	-0.543077	-65.2153	LML	aglomerado_rural_isolado	AM
Tiros	-12.7918	-42.7527	LML	aglomerado_rural_isolado	BA
Tocantins	-3.7079	-45.3058	LML	aglomerado_rural_isolado	MA
Tocantins	-6.37837	-65.5666	LML	aglomerado_rural_isolado	AM
Castanha	-4.44194	-63.2026	LML	aglomerado_rural_isolado	AM
Tomé	-17.9367	-43.4627	LML	aglomerado_rural_isolado	MG
Torres	-2.1626	-49.6362	LML	aglomerado_rural_isolado	PA
Torrinha	-11.5031	-43.2777	LML	aglomerado_rural_isolado	BA
Trairão	-4.574	-55.944	LML	aglomerado_rural_isolado	PA
Traíras	-11.2421	-42.1686	LML	aglomerado_rural_isolado	BA
Traíras	-9.90187	-36.7665	LML	aglomerado_rural_isolado	AL
Traíras	0.456043	-51.9664	LML	aglomerado_rural_isolado	AP
Trairi	-6.1496	-35.6858	LML	aglomerado_rural_isolado	RN
Travessão	-14.1492	-39.3307	LML	aglomerado_rural_isolado	BA
Travessão	-10.5289	-36.9326	LML	aglomerado_rural_isolado	SE
Travessão	-11.2805	-37.7603	LML	aglomerado_rural_isolado	SE
Tremembé	-4.74768	-37.2849	LML	aglomerado_rural_isolado	CE
Três Barras	-24.3103	-47.2652	LML	aglomerado_rural_isolado	SP
Três Ilhas	-22.0616	-43.4381	LML	aglomerado_rural_isolado	RJ
Três Irmãos	-3.63746	-49.9905	LML	aglomerado_rural_isolado	PA
Três Irmãos	-2.47697	-45.7937	LML	aglomerado_rural_isolado	MA
Três Irmãos	0.141658	-51.5103	LML	aglomerado_rural_isolado	AP
Três Marias	-2.57286	-44.9893	LML	aglomerado_rural_isolado	MA
Três Palmeiras	-2.99617	-45.2523	LML	aglomerado_rural_isolado	MA
Três Pontes	-16.3969	-54.471	LML	aglomerado_rural_isolado	MT
Três Rios	-5.13325	-44.9922	LML	aglomerado_rural_isolado	MA
Treze de Maio	-7.78758	-72.6518	LML	aglomerado_rural_isolado	AC
Triângulo	-3.44018	-39.2956	LML	aglomerado_rural_isolado	CE
Triângulo	-24.3799	-50.6897	LML	aglomerado_rural_isolado	PR
Trindade	-1.41634	-48.0222	LML	aglomerado_rural_isolado	PA
Trindade	-0.179189	-66.8506	LML	aglomerado_rural_isolado	AM
Trindade	-19.751	-44.5216	LML	aglomerado_rural_isolado	MG
Trindade	-8.70894	-62.3018	LML	aglomerado_rural_isolado	RO
Trindade	-1.98365	-48.1573	LML	aglomerado_rural_isolado	PA
Trindade	-5.36564	-57.0169	LML	aglomerado_rural_isolado	PA
Trindade	-11.6042	-38.8231	LML	aglomerado_rural_isolado	BA
Trindade	-10.5297	-38.3846	LML	aglomerado_rural_isolado	BA
Triunfo	-17.4409	-44.0385	LML	aglomerado_rural_isolado	MG
Triunfo	-8.78251	-72.8375	LML	aglomerado_rural_isolado	AC
Triunfo	0.905074	-51.049	LML	aglomerado_rural_isolado	AP
Triunfo	-4.74872	-38.7419	LML	aglomerado_rural_isolado	CE
Triunfo	-2.37006	-66.4752	LML	aglomerado_rural_isolado	AM
Tucano	0.699061	-67.4694	LML	aglomerado_rural_isolado	AM
Tucumã	-3.97596	-66.4283	LML	aglomerado_rural_isolado	AM
Tucumã	1.7919	-50.7829	LML	aglomerado_rural_isolado	AP
Tucumã	-6.50093	-59.0718	LML	aglomerado_rural_isolado	AM
Tucumã	-3.95621	-46.2472	LML	aglomerado_rural_isolado	MA
Tucumã	1.75741	-50.8335	LML	aglomerado_rural_isolado	AP
Tucumã	-2.96618	-66.2062	LML	aglomerado_rural_isolado	AM
Tucumã	0.214446	-49.8113	LML	aglomerado_rural_isolado	PA
Tucumã	-0.153211	-50.0641	LML	aglomerado_rural_isolado	PA
Tucumã	-2.46171	-55.1737	LML	aglomerado_rural_isolado	PA
Tucuns	-6.27435	-47.8613	LML	aglomerado_rural_isolado	TO
Tucuns	-3.75115	-41.1655	LML	aglomerado_rural_isolado	CE
Tucuns	-7.11762	-44.324	LML	aglomerado_rural_isolado	PI
Tuína	-0.325267	-65.7249	LML	aglomerado_rural_isolado	AM
Tupã	-7.14339	-49.8357	LML	aglomerado_rural_isolado	PA
Tupanci	-6.8041	-50.6299	LML	aglomerado_rural_isolado	PA
Tupi	-3.23281	-68.6748	LML	aglomerado_rural_isolado	AM
Turiaçu	-1.76433	-51.4453	LML	aglomerado_rural_isolado	PA
Turvinho	-24.0109	-47.9649	LML	aglomerado_rural_isolado	SP
Ubá	-3.97435	-40.2156	LML	aglomerado_rural_isolado	CE
Uberlândia	-3.02275	-49.9247	LML	aglomerado_rural_isolado	PA
Uberlândia	-7.23027	-41.2666	LML	aglomerado_rural_isolado	PI
Uirapuru	-2.48658	-50.9197	LML	aglomerado_rural_isolado	PA
Uirapuru	-14.3375	-59.3972	LML	aglomerado_rural_isolado	MT
Umari	-6.65081	-35.6119	LML	aglomerado_rural_isolado	PB
Umarituba	-0.344603	-66.5251	LML	aglomerado_rural_isolado	AM
Umarituba	1.80359	-67.3495	LML	aglomerado_rural_isolado	AM
Umarizal	-1.44821	-65.097	LML	aglomerado_rural_isolado	AM
Umburanas	-14.1255	-41.4832	LML	aglomerado_rural_isolado	BA
Umburanas	-4.50378	-37.9664	LML	aglomerado_rural_isolado	CE
Umburaninha	-11.0278	-38.7271	LML	aglomerado_rural_isolado	BA
Umbuzeiro	-11.3185	-41.9223	LML	aglomerado_rural_isolado	BA
Umbuzeiro	-11.5274	-44.9232	LML	aglomerado_rural_isolado	BA
Umbuzeiro	-11.4549	-38.4538	LML	aglomerado_rural_isolado	BA
Umbuzeiro	-14.8067	-41.6964	LML	aglomerado_rural_isolado	BA
Umbuzeiro	-9.71326	-36.7296	LML	aglomerado_rural_isolado	AL
União	-7.47417	-69.2358	LML	aglomerado_rural_isolado	AM
União	-4.46525	-66.5375	LML	aglomerado_rural_isolado	AM
União	-3.4403	-46.1572	LML	aglomerado_rural_isolado	MA
União	-2.87423	-68.7982	LML	aglomerado_rural_isolado	AM
União	-3.13533	-51.428	LML	aglomerado_rural_isolado	PA
União	-6.83102	-70.5398	LML	aglomerado_rural_isolado	AM
União	-6.98827	-45.5885	LML	aglomerado_rural_isolado	MA
União da Serra	-10.3904	-56.4066	LML	aglomerado_rural_isolado	MT
Uruburetama	-7.96449	-72.787	LML	aglomerado_rural_isolado	AC
Uruburetama	-4.98038	-63.416	LML	aglomerado_rural_isolado	AM
Urucuia	-19.6435	-44.3528	LML	aglomerado_rural_isolado	MG
Urucurituba	-2.63767	-57.3028	LML	aglomerado_rural_isolado	AM
Urucurituba	-3.79217	-55.5178	LML	aglomerado_rural_isolado	PA
Urucurituba	-7.10358	-64.6673	LML	aglomerado_rural_isolado	AM
Uruguaiana	1.09521	-50.455	LML	aglomerado_rural_isolado	AP
Castelo	-3.45191	-45.3014	LML	aglomerado_rural_isolado	MA
Vacaria	-16.5824	-44.298	LML	aglomerado_rural_isolado	MG
Vale do Paraíso	-17.39	-49.2124	LML	aglomerado_rural_isolado	GO
Vale do Paraíso	-12.2878	-41.8665	LML	aglomerado_rural_isolado	BA
Valério	0.323102	-51.2056	LML	aglomerado_rural_isolado	AP
Valério	-6.97497	-39.716	LML	aglomerado_rural_isolado	CE
Valério	-5.25729	-45.6887	LML	aglomerado_rural_isolado	MA
Vale Verde	-7.15183	-45.7132	LML	aglomerado_rural_isolado	MA
Valparaíso	-3.82208	-41.1081	LML	aglomerado_rural_isolado	CE
Valparaíso	-3.67081	-48.8417	LML	aglomerado_rural_isolado	PA
Vargem	-24.4929	-49.2246	LML	aglomerado_rural_isolado	SP
Vargem	-19.5943	-43.1947	LML	aglomerado_rural_isolado	MG
Vargem	-15.3465	-44.4454	LML	aglomerado_rural_isolado	MG
Vargem Bonita	-19.2372	-44.1209	LML	aglomerado_rural_isolado	MG
Vargem Grande	-10.0793	-40.6033	LML	aglomerado_rural_isolado	BA
Vargem Grande	-20.4763	-41.9974	LML	aglomerado_rural_isolado	MG
Vargem Grande	-17.0318	-43.2796	LML	aglomerado_rural_isolado	MG
Vargem Grande	-20.4471	-45.5724	LML	aglomerado_rural_isolado	MG
Vargem Grande	-19.5015	-44.8019	LML	aglomerado_rural_isolado	MG
Vargem Grande	-18.6877	-41.1979	LML	aglomerado_rural_isolado	MG
Vargem Grande	-3.29936	-67.9218	LML	aglomerado_rural_isolado	AM
Vargem Grande	-23.4294	-45.2553	LML	aglomerado_rural_isolado	SP
Varginha	-9.76978	-36.6139	LML	aglomerado_rural_isolado	AL
Varginha	-20.0534	-41.7316	LML	aglomerado_rural_isolado	MG
Varginha	-13.1194	-42.1508	LML	aglomerado_rural_isolado	BA
Varginha	-11.1625	-38.3706	LML	aglomerado_rural_isolado	BA
Varginha	-5.60309	-41.4842	LML	aglomerado_rural_isolado	PI
Varginha	-20.9029	-42.3955	LML	aglomerado_rural_isolado	MG
Varginha	-5.89963	-36.6896	LML	aglomerado_rural_isolado	RN
Varjão	-5.59658	-47.155	LML	aglomerado_rural_isolado	MA
Varjão	-5.68238	-44.0624	LML	aglomerado_rural_isolado	MA
Varjota	-2.98286	-39.823	LML	aglomerado_rural_isolado	CE
Varjota	-6.99794	-40.0596	LML	aglomerado_rural_isolado	CE
Varjota	-3.15718	-40.3922	LML	aglomerado_rural_isolado	CE
Várzea	-7.73185	-38.0183	LML	aglomerado_rural_isolado	PB
Várzea	-9.55065	-38.442	LML	aglomerado_rural_isolado	BA
Várzea	-6.58009	-44.3651	LML	aglomerado_rural_isolado	MA
Várzea de Santo Antônio	-21.6514	-43.7997	LML	aglomerado_rural_isolado	MG
Várzea Grande	-6.32901	-39.1666	LML	aglomerado_rural_isolado	CE
Várzea Grande	-10.9079	-42.5121	LML	aglomerado_rural_isolado	BA
Várzea Grande	-11.078	-37.2567	LML	aglomerado_rural_isolado	SE
Várzea Grande	-5.69731	-40.5028	LML	aglomerado_rural_isolado	CE
Varzinha	-7.65733	-37.554	LML	aglomerado_rural_isolado	PE
Varzinha	-11.0657	-38.7454	LML	aglomerado_rural_isolado	BA
Vassouras	-8.26843	-60.4546	LML	aglomerado_rural_isolado	AM
Vazante	-6.94543	-39.075	LML	aglomerado_rural_isolado	CE
Velame	-12.5683	-41.815	LML	aglomerado_rural_isolado	BA
Velame	-11.4422	-42.2393	LML	aglomerado_rural_isolado	BA
Veneza	-9.08975	-72.2582	LML	aglomerado_rural_isolado	AC
Veneza	-7.13669	-60.7294	LML	aglomerado_rural_isolado	AM
Veneza	-2.82315	-44.0592	LML	aglomerado_rural_isolado	MA
Veneza	-7.46184	-68.3454	LML	aglomerado_rural_isolado	AM
Veneza	-6.51172	-68.8238	LML	aglomerado_rural_isolado	AM
Veneza	-8.59493	-69.9935	LML	aglomerado_rural_isolado	AC
Ventania	-15.9067	-39.5602	LML	aglomerado_rural_isolado	BA
Vera Cruz	-15.856	-43.9509	LML	aglomerado_rural_isolado	MG
Vera Cruz	-16.3925	-39.394	LML	aglomerado_rural_isolado	BA
Vera Cruz	-1.92043	-46.0172	LML	aglomerado_rural_isolado	MA
Verdelândia	-14.9774	-49.084	LML	aglomerado_rural_isolado	GO
